0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.300678419642019,0.0,0.42857142857142927,0.3030303030303032,0.18032786885245944,0.3728813559322033,0.2777777777777781,0.4095238095238094,0.6146788990825685,0.5761568433678564,0.5720440751438663,0.12080004851674449,0.3732897368651993,0.346671354366204,0.6720722313551633,0.022257180685022665,0.31159289411335545,0.4189640775931846,0.0,0.00017877720063879974,0.6837127267628179,0.9201071879526903,0.9704542691376984,0.3538995898064785,0.7758459834541523,0.615856541020632,0.3335907664269595,0.8103121324423489,0.336600411126154,0.0,0.3203296002694951,0.284816952735429
0.300678419642019,0.07144246668611998,0.31746031746031766,0.4949494949494948,0.18032786885245944,0.5084745762711869,0.3703703703703707,0.31428571428571406,0.3394495412844032,0.2256329788377356,0.22630536130750153,0.08735699197144546,0.5514785832955181,0.2536135902139218,0.3788516891846986,0.1453450431697597,0.31159289411335545,0.3579146177588693,0.0,6.327496948001102e-05,3.798146357036262e-05,0.9435452356144169,0.9054444237338206,0.7942998005031303,0.8510336745973824,0.5541454033854689,0.7988773189417807,0.9065614550161292,0.8946641598934693,0.8240819220423723,0.0,0.6706228492850492
0.300678419642019,0.2631553350841358,0.53968253968254,0.10101010101010077,0.18032786885245944,0.5423728813559325,0.3703703703703707,0.38095238095238093,0.5137614678899078,0.4330705225548749,0.4327540081194328,0.1432187555715113,0.5385594227466161,0.13594669197281345,0.5059914567099841,0.1838341133787706,0.40238786184671405,0.3390302569410478,1.3877787807814457e-17,0.0002505306322166996,3.9217887840429575e-06,0.9335722815255446,0.995991511264915,0.5028043022054183,0.7323749560855575,0.5096356538152826,0.9816935262338828,0.6357717342965244,0.6668636212242325,0.3901933109504686,0.1585018898471704,0.6987621838280518
0.300678419642019,0.3082871316019842,0.53968253968254,0.1313131313131315,0.14754098360655776,0.5762711864406782,0.4814814814814823,0.5238095238095237,0.5137614678899078,0.39399760732267725,0.3945896762237815,0.12080004851674449,0.1579597654152442,0.10390587801046001,0.3788516891846986,0.11174942411049989,0.379387799846878,0.4635590686043804,0.0,0.00030579809782449707,0.0,0.9356957425975607,0.9155417197807916,0.523858485771288,0.5851588012201026,0.8578466868058335,0.6662171899881479,0.42006716241628655,0.586448464684483,0.3901933109504686,0.48543662091824036,0.8622978795568741
0.300678419642019,0.37554712576597593,0.4603174603174609,0.43434343434343425,0.3278688524590163,0.7118644067796609,0.46296296296296324,0.5714285714285712,0.5963302752293576,0.7922164413393814,0.7910635825252286,0.2118661098673224,0.2717360144679606,0.2900931135778801,0.4159431431804905,0.6643054053738957,0.2456121251360004,0.4870976801361267,1.3877787807814457e-17,0.00027581141650426493,0.0,0.9008379425533176,0.9337146172288333,0.7395337515172677,0.6397461375130575,0.615856541020632,0.5061570074838353,0.365423103830423,0.4311554804858756,0.3901933109504686,0.5063033441743334,0.49236666277080904
0.300678419642019,0.4286548001167201,0.28571428571428603,0.4747474747474745,0.03278688524590212,0.45762711864406835,0.4074074074074079,0.8095238095238093,0.6788990825688073,0.8980572401754764,0.8977583942855553,0.3949205480732754,0.6605668742832502,0.2977714489769672,0.6720722313551633,0.5404837787559423,0.36796300786046143,0.5901248660196561,1.3877787807814457e-17,0.0,0.0,0.88225345984125,0.9974423767861118,0.6930434859241539,0.9624145874783312,0.4055151257399804,0.40358968339549367,0.8491382590587231,0.5945295100663115,0.0,0.402476016897376,0.0
0.300678419642019,0.2766267872775021,0.412698412698413,0.15151515151515138,0.049180327868852736,0.4237288135593227,0.2777777777777781,0.4285714285714284,0.22018348623853168,0.5531119654195727,0.5533244970445151,0.05346957812069121,0.6184422845381932,0.20145668997506155,0.3546169097983496,0.11703233827384547,0.322766281445958,0.18509157585350927,0.0,0.0,0.0,0.9251395126676054,0.9460692653801197,0.441079233814884,0.9600504757311062,0.7887998137781143,0.6815568840262727,0.7166530222103996,0.45775585201004243,0.0,0.38186286593946583,0.0
0.300678419642019,0.1335473202995816,0.412698412698413,0.15151515151515138,0.01639344262295106,0.40677966101694896,0.4074074074074079,0.23809523809523814,0.5045871559633026,0.19046435277447324,0.19107747625440274,0.08735699197144546,0.5385594227466161,0.10390587801046001,0.3307729695593814,0.031832833181993064,0.31159289411335545,0.2864665295659725,0.0,0.0,4.153195307577572e-05,0.9443953604727611,0.9081560169720367,0.3922495127005569,1.0,0.4055151257399804,0.6628934957086905,0.8006687129127543,0.4695984037580554,0.3901933109504686,0.48543662091824036,0.284816952735429
0.300678419642019,0.35643419900787854,0.5238095238095242,0.202020202020202,0.3442622950819674,0.5423728813559325,0.2592592592592591,0.5238095238095237,0.568807339449541,0.6858924788898193,0.6858036121021294,0.17511920667943454,0.3951875289888406,0.15100808135932964,0.5326331953002517,0.0051454605812203125,0.4255883220555614,0.3676245279610342,0.0,0.0002895724992577808,3.322391516920487e-05,0.9153590921274644,0.9346946103803464,0.0,0.7359606884913819,0.4055151257399804,0.7149703065461008,0.9494246803032722,0.41605454658209623,0.7919497847659388,0.2795634589708018,0.284816952735429
0.300678419642019,0.36280517459391093,0.39682539682539675,0.05050505050505061,0.14754098360655776,0.2881355932203391,0.4074074074074079,0.3904761904761904,0.28440366972477005,0.5432760096664085,0.5408319810100058,0.09172121352924904,0.2529423668658649,0.17242085518127254,0.45393058818476106,0.01922175165302223,0.4255883220555614,0.3978587801560415,0.0,0.2185016653595016,0.11302108091259949,0.9230453359913932,0.9039676159548466,0.30408426375796604,0.9679743870948955,0.9842470665327413,0.7974202952943541,0.744359491322268,0.30911013066283993,0.6960849460528301,0.402476016897376,0.7301410637190551
