GWAP,LWAP,FLOW_MIN,RESERVE_GWAP_Fr,RESERVE_GWAP_Ru,RESERVE_GWAP_Rd,RESERVE_GWAP_Dr,Hourly Demand,RAINFALL_Davao City,TMAX_Davao City,TMIN_Davao City,RAINFALL_Surigao,TMAX_Surigao,TMIN_Surigao,RAINFALL_Zamboanga,TMAX_Zamboanga,TMIN_Zamboanga,RAINFALL_Dipolog,TMAX_Dipolog,TMIN_Dipolog,RAINFALL_Butuan,TMAX_Butuan,TMIN_Butuan,RAINFALL_Malaybalay,TMAX_Malaybalay,TMIN_Malaybalay,RAINFALL_General Santos,TMAX_General Santos,TMIN_General Santos,RAINFALL_Cotabato,TMAX_Cotabato,TMIN_Cotabato
13189.326760899154,13861.35175,0.0,0.0,0.0,9870.249532879225,3936.7630358920433,42592.0,0.0,33.4,25.7,0.2,30.8,26.0,0.0,34.2,24.0,0.1,33.5,24.2,1.4,33.0,23.7,0.0,33.0,19.5,0.0,34.4,22.3,0.0,35.8,24.0
20358.94121949397,21498.73947,0.0,10897.32623470248,3332.610754226117,9946.467462252236,3212.2063951488094,42925.0,2.0,32.8,25.1,0.8,31.0,24.8,0.0,35.2,25.9,0.8,34.2,26.2,0.0,34.7,24.5,1.0,33.8,19.8,0.0,35.2,24.4,17.4,34.8,23.8
6619.323173388055,7056.409857,0.0,1.5106310013717426e-05,0.0,24445.586081365516,1152.6101965450723,40985.0,-1.0,34.5,24.9,4.8,32.0,23.5,0.0,35.0,26.6,0.1,34.2,26.8,0.0,33.0,23.5,-1.0,33.2,18.5,14.4,34.8,24.2,7.8,35.0,23.4
6123.945066609652,6912.671566,0.0,0.0,0.0,26081.826159855005,37.51699791666666,38466.0,-1.0,34.3,25.9,0.0,31.9,25.5,0.0,35.5,24.5,0.0,34.4,25.6,-1.0,33.3,23.0,0.0,33.8,17.5,-1.0,32.2,23.6,1.0,34.8,23.5
7603.011392281132,8519.385015,0.0,863.2408077330757,0.0001148024219247,24801.9075668021,83.86788070175439,41821.0,-1.0,33.3,23.9,1.0,32.0,24.8,0.0,35.4,24.8,1.0,33.5,25.7,-1.0,32.3,23.5,0.2,32.0,19.0,-1.0,33.8,23.7,12.2,33.2,23.2
6333.802828591217,6635.790886,0.0,9535.175140525922,6377.161161405765,0.0125070673503139,5.6226513888888885,42363.0,-1.0,33.9,24.7,23.8,31.0,24.2,3.0,33.1,24.0,4.2,33.9,26.4,17.4,32.3,24.0,6.2,32.0,19.0,0.4,32.9,23.2,2.6,33.2,23.6
5588.371137753595,5838.409244,0.0,2433.8946284511817,2714.1953045703685,0.0116652228079817,12.828642241379312,41450.0,3.3,33.3,24.8,16.2,28.9,24.0,1.5,32.4,23.4,0.2,33.0,25.6,2.2,32.1,24.4,0.9,30.0,19.5,1.8,29.8,23.1,11.7,34.6,23.6
5106.238490676222,5356.786435,0.0,2003.4243382526656,2243.709413478791,0.0058434967716964,10.293401691466364,41287.0,0.6,33.9,25.2,26.2,28.4,23.8,0.8,35.9,25.6,9.8,33.9,25.3,20.3,30.5,23.7,0.2,31.5,20.0,0.0,33.0,23.0,28.0,34.8,24.0
4525.234137552259,4746.993122,0.0,1733.5335886987343,1993.9135190282668,0.0065345944656412,7.779007986111111,41406.0,0.0,33.9,25.3,30.4,29.0,24.0,-1.0,33.9,25.4,10.6,32.7,24.8,12.7,31.8,24.2,4.4,31.8,20.2,4.8,32.4,23.0,2.2,33.2,23.2
3576.336589154912,3730.934009,0.0,1197.7904668148387,1264.531496344562,750.5377684190961,0.0,39052.0,7.7,33.8,24.6,9.8,28.6,23.8,5.8,32.1,25.0,12.2,33.8,24.0,7.2,31.5,23.0,-1.0,33.5,18.5,0.6,31.0,23.1,32.0,32.8,23.0
3694.461886643781,3866.8223,0.0,3400.555950270606,1847.554978555393,255.7929471457815,1.1458333333333332e-05,36193.0,1.4,32.3,25.6,2.4,31.4,24.4,-1.0,32.2,24.4,0.0,33.7,24.4,0.4,31.7,22.6,0.6,31.4,18.0,0.0,30.4,22.7,9.8,31.6,23.0
3928.261592532244,4113.567464,0.0,629.3108658345016,324.0878050970566,601.0792811347109,0.0,40582.0,0.0,32.1,25.4,0.0,31.2,24.0,-1.0,32.2,23.4,0.0,35.6,24.0,0.4,32.0,22.7,32.4,31.6,17.5,0.0,31.7,23.4,-1.0,33.0,23.0
4452.392704321437,4669.134728,0.0,311.18729213120633,2115.4788234599655,3.3067587282702906,0.0,41205.0,-1.0,34.5,25.6,12.4,30.0,23.4,0.0,33.0,22.8,4.0,34.9,24.0,1.7,32.0,23.7,0.0,32.2,18.8,35.0,31.1,22.2,0.0,32.0,24.0
4289.297750937774,4489.98568,0.0,239.295750252462,1786.0804296418955,0.0825691494682817,0.0,39812.0,-1.0,32.1,25.7,0.0,29.6,22.8,0.6,33.8,23.4,4.0,30.9,23.1,0.0,31.2,22.4,-1.0,28.0,18.5,0.0,30.5,23.1,0.0,32.4,24.2
2734.514278946532,2846.528132,0.0,122.5717256596356,1214.6836678765374,8.899545186508144,0.0,34380.0,8.2,33.6,25.0,-1.0,30.0,23.4,-1.0,33.8,21.3,0.0,33.2,19.6,0.0,31.1,21.0,0.0,32.0,17.5,1.0,30.3,23.4,0.0,34.0,23.4
1540.0197060174332,1598.346247,0.0,1.528233122255171e-05,712.3602732457956,7.434907788684757,8000.0,31390.0,4.3,34.7,25.0,0.0,30.0,24.5,0.0,35.1,22.0,16.9,33.2,21.9,0.1,31.5,23.0,0.0,31.5,19.5,0.0,31.6,22.9,0.0,33.5,24.0
3356.5336778294563,3504.814625,0.0,1181.3036989083705,1277.3805498133322,0.0010131772621509,2666.6666666666665,35086.0,28.4,33.6,23.5,13.0,32.4,24.4,0.0,36.2,23.1,0.4,33.8,24.8,4.7,31.7,24.5,0.0,31.0,20.0,0.0,32.7,23.6,0.0,33.0,23.4
3127.493832811333,3270.02422,0.0,1158.8302559875726,1243.6830255944644,0.0009887521418752,2666.666672222222,35177.0,20.0,33.3,23.6,0.8,31.0,24.8,0.0,35.2,24.2,-1.0,32.6,24.3,0.2,31.6,23.5,41.4,30.0,18.5,5.2,32.0,22.6,-1.0,34.0,23.0
3848.261367183642,4007.583676,0.0,218.008857600531,2435.255680304186,521.45835517081,2666.6666666666665,36196.0,0.0,31.5,24.4,7.8,29.0,24.0,0.0,34.0,23.4,0.0,33.5,23.5,1.1,29.5,24.0,0.0,29.5,18.8,-1.0,30.1,23.2,0.0,32.2,23.2
6664.967299229591,6901.15047,0.0,1644.085922618787,1558.6978423291812,700.0749403213595,1.4183006968641116,41010.0,0.0,33.8,25.4,0.0,31.0,23.2,0.0,33.7,22.8,0.0,33.4,23.7,0.0,32.0,23.4,0.0,32.0,18.4,4.4,30.8,23.1,0.0,33.0,23.8
5668.676023432447,5875.630589,0.0,442.5908049765173,280.24576681127985,109.6433127293515,0.0,42442.0,1.5,33.7,25.6,0.0,32.3,24.0,0.0,35.5,23.1,0.0,33.0,22.3,0.0,31.2,24.0,-1.0,29.2,19.0,0.0,30.9,23.0,0.0,33.4,23.4
8560.990057,8916.638625,0.0,2569.8172579343973,1331.844620824436,105.74605992739455,13.477946875,43771.0,11.2,34.1,24.6,0.0,32.2,24.9,0.0,34.3,23.6,0.0,32.6,24.6,0.0,33.5,25.3,2.0,32.5,20.8,0.0,32.9,23.5,0.0,34.0,23.0
8748.808423109338,9108.011352,0.0,2763.22299661643,1583.796109722222,0.5436156249999999,19.697343880597018,44089.0,14.0,33.3,24.7,0.0,32.7,25.8,0.0,36.2,24.0,0.0,34.5,24.6,0.0,32.4,24.2,-1.0,33.6,19.8,0.0,32.6,23.4,0.0,35.3,23.5
8242.754580413453,8563.980576,0.0,2209.53028482565,1591.2448604166668,10.416666666666666,12.559575347222223,42974.0,50.0,33.2,22.8,0.0,33.0,25.0,0.0,34.2,23.7,0.0,35.2,24.3,0.0,33.3,23.5,19.8,33.0,17.2,0.0,33.8,23.9,0.0,34.9,23.5
4753.817961648064,4933.232644,0.0,245.3696797502955,552.3643572255673,174.8233427080918,0.0,39545.0,25.0,33.3,24.7,0.0,33.0,24.5,0.0,35.0,24.2,0.0,34.2,24.1,0.0,34.0,24.0,44.6,32.0,19.2,0.0,33.1,23.5,2.2,33.6,22.7
5196.627719,5401.427715,0.0,202.0211427821716,3794.8958837385976,138.1032982987758,15.504625694444446,43173.0,0.0,32.3,25.1,-1.0,33.2,24.9,-1.0,33.8,23.5,0.0,34.0,25.0,0.0,35.0,24.3,13.0,33.0,19.0,-1.0,32.7,23.3,0.0,33.8,23.0
7595.368939307772,7911.224919,0.0,1531.773927104116,2637.295986284614,303.10300395986513,28.51719236111111,44525.0,4.8,33.5,24.9,3.6,32.6,25.2,0.0,34.7,24.4,0.0,34.9,24.7,0.0,34.0,23.9,0.1,33.0,18.4,0.0,34.6,23.2,5.2,34.8,22.8
7395.173411574243,7709.664637,0.0,1267.6104744254783,6903.200191751083,870.7318355391421,3.820479513888889,45058.0,0.0,34.1,26.8,14.6,30.6,24.7,-1.0,34.6,25.7,1.0,34.8,25.0,0.0,34.5,25.0,0.4,34.0,20.4,0.0,34.4,23.2,0.0,34.5,23.8
6203.550053153375,6461.473848,0.0,400.74549671149873,6183.996556744613,801.7255244071149,6.944444444444445e-07,45406.0,1.3,33.8,26.8,0.1,31.8,24.5,0.0,30.0,26.9,0.0,34.8,25.1,0.0,34.5,25.8,0.0,32.0,19.5,0.0,33.8,22.7,0.0,33.5,23.5
5025.203317013104,5223.756523,0.0,86.88668740858225,5098.471703981051,779.56810451869,2.0833333333333334e-06,42310.0,52.6,33.3,24.0,0.0,33.6,26.0,0.0,34.0,24.9,0.0,31.7,24.1,2.0,34.7,25.3,3.2,32.5,20.0,0.0,33.8,22.4,0.0,33.6,23.8
4717.655616152013,4917.64496,0.0,4.539044765307135,4688.612654891115,731.6744139208569,0.0,41528.0,7.0,34.1,25.1,1.6,33.0,25.9,0.0,35.1,25.3,0.0,36.0,24.2,0.0,35.5,25.5,22.5,33.0,20.0,0.0,34.4,22.8,1.0,35.6,24.0
4940.689851016758,5125.807159,0.0,63.15514213410381,3594.373259394991,948.3910621355794,0.0,39611.0,5.0,34.4,25.2,-1.0,32.6,25.8,0.0,34.1,24.1,6.8,32.0,24.9,0.1,34.2,24.5,0.0,32.5,19.0,0.0,34.1,24.0,5.0,35.0,24.0
7406.239671123836,7707.948769,0.0,1148.477650888161,1434.2743788899315,107.78508748790648,0.0,44203.0,-1.0,33.6,24.9,1.0,32.5,24.5,0.0,34.5,24.5,17.1,35.6,24.1,0.0,34.2,24.9,0.0,33.5,20.5,0.0,34.4,23.5,59.5,34.8,23.0
6546.968245022779,6811.644471,0.0,981.8964308284712,1757.2628636646937,29.771501447027465,6.944444444444445e-07,43871.0,0.0,34.3,25.4,-1.0,31.2,25.0,0.0,36.2,24.0,1.5,34.6,24.7,0.0,33.1,25.0,0.0,33.5,19.5,0.0,35.2,23.0,2.8,34.1,23.8
9040.205072127956,9433.931478,0.0,1507.9489893652126,2800.438322205245,56.280175467298946,40.017297569444445,44690.0,0.0,34.5,25.3,-1.0,32.0,25.0,0.0,35.7,24.7,-1.0,34.0,26.0,-1.0,34.4,24.5,0.0,33.4,19.1,0.0,35.7,23.7,0.2,35.2,23.0
6940.970948094014,7243.050577,0.0,1367.233514730093,2830.908125138574,378.1174649107688,0.0,44883.0,-1.0,33.4,25.3,0.0,32.4,25.0,-1.0,34.6,25.3,-1.0,34.8,27.5,12.6,33.8,23.7,0.0,33.5,18.5,0.0,35.9,23.9,10.8,35.4,23.4
7832.598469341399,8173.635046,0.0,2967.2074043072867,839.2586541125504,6.962023985072963e-06,1.979166666666667e-05,44692.0,-1.0,35.2,26.1,12.3,31.0,25.5,0.0,37.4,25.5,0.0,34.8,27.4,0.0,33.2,25.2,0.0,33.8,19.0,0.0,35.8,23.5,0.0,35.8,23.0
5337.028808350331,5554.48993,0.0,251.07980925606228,156.936534375,0.0,0.0,41945.0,0.3,35.1,25.2,30.6,30.5,23.0,16.3,35.2,24.0,0.6,35.0,26.2,16.2,33.0,23.7,4.3,33.6,19.4,14.2,36.2,24.0,25.0,35.6,23.0
3620.582701801022,3753.859753,1147.0,2.191305426894172,0.0,3.858926932383945e-05,0.0,36237.0,-1.0,33.5,25.2,8.1,29.0,24.6,1.8,34.7,24.0,0.0,34.3,26.3,-1.0,33.2,25.0,1.8,31.0,20.5,0.0,31.5,23.6,4.0,32.4,22.8
4091.81928758474,4249.836245,-292.5,326.0090928827877,107.92986673257128,2.6064620792213055e-05,6.944444444444445e-07,38043.0,-1.0,34.4,25.8,31.2,31.8,24.5,0.0,36.0,24.7,0.2,35.0,27.4,5.1,32.9,24.8,1.6,32.0,20.5,0.0,33.1,23.7,-1.0,33.4,23.2
7470.890758029024,7795.636861,0.0,2028.874806656377,1111.7278670138892,0.0,70.93771979166665,41849.0,-1.0,33.2,25.3,72.1,30.2,23.6,0.6,33.8,25.2,-1.0,34.2,25.6,22.2,31.8,24.2,1.6,32.0,20.5,7.4,33.9,24.4,10.6,33.8,23.6
8550.170421738288,8919.497997,-337.5,2638.761304558196,5162.641774676977,427.383561026696,1.5015015015015015e-06,42344.0,9.1,32.5,25.1,9.1,30.2,23.9,3.1,35.2,24.3,7.0,33.6,24.5,5.2,32.0,25.0,84.3,30.8,20.0,0.0,30.2,23.5,2.3,30.4,23.6
9322.523482499488,9731.992363,0.0,3313.4293441422597,2124.50605374511,0.0006969842429301,0.0,42968.0,0.0,33.7,26.1,0.4,31.8,25.0,0.0,34.7,26.0,1.3,32.8,24.4,29.5,34.0,24.2,3.0,33.5,19.5,0.0,33.3,25.4,0.0,34.4,23.7
9217.975930985427,9623.527214,0.0,3312.9179646328503,2281.986675571782,0.0003396707226792,6.643129270127916,43606.0,21.8,34.3,25.4,0.0,32.0,25.7,0.1,35.9,26.5,2.3,34.5,24.4,13.0,33.5,25.5,22.2,32.5,21.4,-1.0,33.6,25.8,2.9,33.5,23.6
7394.172902337046,7720.026869,0.0,7350.809223732835,833.4966416666666,4.166666666666666e-06,4.488326388888889,42155.0,3.4,33.9,25.2,0.0,33.0,25.5,-1.0,35.4,25.3,0.0,34.1,24.6,0.0,34.2,25.0,23.6,32.4,19.5,0.2,33.1,23.7,0.0,34.5,24.2
5013.487665265574,5217.089103,0.0,694.2264302083333,139.74582951388888,2.7618028435228553e-05,3.472222222222223e-07,39905.0,12.5,33.7,25.8,0.0,33.2,26.0,0.0,35.3,25.0,0.1,34.0,24.8,0.0,34.4,25.0,23.4,32.7,19.5,-1.0,34.5,24.0,2.8,35.5,24.0
9950.396975,10382.6925,0.0,2775.2965220076,4026.881451736111,9.38722294654498e-06,49.33326246081506,44960.0,6.0,34.6,26.1,0.0,33.6,25.4,3.0,34.8,24.7,0.0,35.8,26.0,0.0,34.5,24.8,10.0,32.5,20.5,1.4,32.8,23.8,0.0,35.6,23.8
7237.862866781695,7529.664328,0.0,978.496527706983,1017.0579586805555,8.108484392838248e-06,3.8120804898648646,45478.0,0.4,35.5,26.3,0.0,33.0,24.8,0.0,36.0,24.4,0.0,35.1,25.0,0.0,34.5,23.4,0.0,33.2,18.0,0.0,34.3,23.3,8.8,35.8,23.4
9603.024647443855,10001.87456,-200.0,2627.2188409163987,2639.549039930151,3.997502027272642e-05,73.8559436740974,45437.0,4.4,35.4,24.8,0.0,32.6,25.4,0.0,34.4,25.3,0.0,35.8,24.2,0.0,33.5,24.5,0.0,33.8,20.0,0.0,34.5,23.8,-1.0,34.8,23.2
8836.831848642489,9210.210567,22.5,1867.7773839418417,1704.8787718181818,0.0,54.82048554455445,45226.0,0.0,34.0,27.0,0.0,33.4,25.6,0.0,37.4,26.0,0.0,36.1,24.0,0.0,34.4,25.1,0.8,33.6,19.2,0.0,34.3,24.0,0.0,35.6,24.2
7541.535176084872,7877.876886,0.0,1121.7242965358848,1188.7537921383648,0.0,15.64093348623853,45175.0,0.8,34.5,26.5,0.0,32.4,24.8,-1.0,35.5,25.9,0.0,35.6,24.7,0.0,34.5,25.5,5.6,33.0,20.0,0.0,34.8,22.7,-1.0,33.2,24.4
5540.876544271355,5771.486395,0.0,150.82548472222223,215.1725670138889,0.0,1.388888888888889e-06,43295.0,0.0,35.0,25.3,0.0,33.0,25.5,0.0,37.4,24.5,-1.0,37.4,25.8,0.0,34.4,25.8,5.6,31.5,19.8,0.0,34.5,24.2,0.6,35.6,24.4
4193.589775175085,4360.927921,0.0,2.2717983569433666e-05,0.2758721337103868,3.8353801860943825e-05,6.944444444444445e-07,40402.0,-1.0,34.1,25.4,0.0,33.2,25.6,0.0,34.8,25.5,0.0,35.8,25.2,0.0,34.5,25.5,21.8,33.3,20.5,5.4,32.2,23.0,50.4,34.5,23.2
6167.752251830301,6405.5132,0.0,1031.7248121046705,1705.0846694444442,4.17391304347826e-06,22.337719566219164,43721.0,13.4,34.0,23.7,0.0,34.6,25.8,0.6,34.6,24.7,1.6,34.1,24.7,0.0,34.0,25.1,45.4,32.0,20.5,1.0,33.4,22.7,3.8,34.4,23.2
3854.129288126894,4002.490314,157.5,171.5874495418848,295.9886905870699,8.28387753891875e-05,1.1039558417663293e-06,43935.0,0.6,35.3,24.7,0.0,34.0,25.2,0.0,33.9,25.5,0.0,34.0,24.8,0.8,34.7,24.2,67.0,32.5,18.0,0.0,34.3,23.1,12.1,34.5,23.0
4399.473654239897,4576.133147,-22.5,244.19345844810368,662.014601388889,4.184304673170935e-06,4.016275654450261,44335.0,0.0,33.7,24.9,0.0,34.6,26.9,10.0,34.3,24.8,0.0,34.3,25.0,0.0,33.6,24.9,1.0,32.0,19.3,0.0,34.0,23.8,0.0,34.4,23.2
3231.4116712736113,3354.571933,22.5,65.26601050514888,672.695773872081,95.30556524530384,9.4325506972389,43632.0,-1.0,34.1,25.0,0.1,34.0,24.5,5.7,34.2,25.5,0.0,34.9,23.9,-1.0,35.6,24.8,11.4,32.4,20.0,0.2,34.7,23.7,19.3,34.8,23.0
4291.605832744405,4470.423961,-90.0,82.11278831079561,1174.4363777641288,838.7916522169853,2.5122712374739287e-06,42942.0,0.8,33.2,24.9,6.0,33.0,24.5,0.4,34.2,25.5,5.0,34.2,24.8,6.6,34.8,24.0,13.2,30.6,20.4,2.2,28.9,23.3,2.6,33.0,23.8
3358.719617766823,3492.740496,0.0,0.0001042196115654,72.79947385337267,0.0016342473842084,6.944444444444445e-07,40421.0,0.0,32.7,25.7,-1.0,32.6,24.5,0.9,31.5,25.0,40.8,35.0,23.0,0.4,33.0,24.4,5.6,28.0,20.0,1.0,32.5,23.2,12.1,32.4,23.8
3187.513720940607,3626.87571,0.0,1.9337333778513808,133.8812688776078,44.73405437005632,5.372525766481187e-05,38376.0,0.2,33.5,25.6,0.0,33.1,24.6,0.0,33.8,24.6,0.0,34.9,23.9,0.0,33.8,24.6,25.0,30.2,19.5,0.6,30.6,23.8,22.1,33.8,23.2
7089.385598835162,7458.985194,1957.5,1199.2666199231132,3570.3955984337776,231.58366892871737,21.97975069050705,43592.0,28.2,33.4,25.4,0.0,34.0,27.0,0.0,34.3,25.6,21.2,35.4,24.2,0.0,34.0,25.8,1.2,31.5,20.4,0.4,32.4,23.5,4.4,33.6,23.4
6258.211828446857,6587.646604,2520.0,737.0091714689277,2763.878878382946,1235.882235594033,47.63937230902778,44147.0,0.2,33.5,25.7,0.0,34.2,25.4,0.0,33.3,24.8,0.0,34.2,25.0,0.0,34.0,25.6,0.0,32.6,21.0,1.4,32.6,23.4,8.0,33.5,23.8
4791.055523279276,5037.731557,67.5,114.1096734741784,1861.1643321363276,2321.5203088552375,9.070028977692742,43335.0,5.0,33.3,25.0,0.0,35.0,27.0,0.1,33.5,26.1,0.0,32.9,25.4,1.6,34.6,25.4,30.8,31.6,20.0,-1.0,31.7,23.5,8.2,33.2,24.2
4041.869597331091,4253.277144,0.0,0.0006612818858292,18.955979515019,574.9426913074072,0.0,42608.0,-1.0,33.6,25.2,0.6,33.4,26.2,3.4,33.3,25.0,7.4,31.7,24.2,1.5,31.6,25.0,2.6,28.5,19.4,6.7,30.8,22.6,7.2,29.4,23.6
3166.120329447071,3332.393262,0.0,31.41776963710324,41.60132673611111,783.4095186428706,0.0,42988.0,3.2,33.3,25.3,5.4,32.6,25.7,-1.0,34.6,26.4,2.6,32.5,25.2,0.0,33.4,25.3,0.0,31.5,20.5,26.2,29.9,22.8,27.0,34.4,23.0
2889.9266301300736,3052.112864,0.0,8.050314465408805e-06,20.596947569444445,760.3888885416666,0.0,39987.0,0.0,33.6,25.7,95.0,28.6,24.4,44.7,33.7,24.6,87.8,27.8,23.8,0.0,34.0,24.8,1.0,29.5,19.5,30.0,31.4,23.1,13.2,33.2,23.2
1834.3816943539616,3196.661653,0.0,0.0008338838432548,14.817863593580071,1819.0942890348465,8.375528589848852,36402.0,9.0,33.2,25.3,0.0,31.8,25.8,4.8,31.4,24.5,1.4,31.4,24.5,0.0,34.6,25.5,19.8,26.5,19.7,0.0,31.0,23.3,31.4,30.6,23.3
3231.2702743903665,3409.811728,0.0,340.3285898099145,915.369534955798,908.1459352112676,1424.5885887905604,42657.0,11.4,34.2,26.1,0.0,33.8,28.0,7.2,33.6,24.4,0.0,34.4,24.7,0.0,34.6,26.0,3.4,28.0,19.0,1.2,31.7,24.4,0.0,33.2,23.2
3921.7668172685926,4133.977054,0.0,0.0013230742581445,995.4933909722222,157.43517326388888,1.7327801967977512e-05,44258.0,7.2,34.0,26.9,0.0,33.2,24.8,2.2,35.4,26.1,0.0,35.0,25.7,0.0,35.4,26.4,0.0,30.1,20.8,0.4,30.8,23.8,0.0,34.2,23.3
4464.144429531778,4706.45175,0.0,92.99724663499448,857.0902947473456,17.584674595138615,6.5447159643263145e-06,44125.0,0.0,33.3,26.7,0.0,34.5,26.0,0.0,34.3,25.6,0.3,34.0,23.7,0.0,35.4,25.5,27.2,29.5,19.5,-1.0,33.0,23.3,0.0,33.8,24.0
4258.009872165655,4491.189599,0.0,128.56114810618757,210.46333244435723,194.14461942709156,0.0,43982.0,0.0,33.9,26.4,0.0,33.8,25.9,0.0,34.9,25.0,0.0,35.0,24.7,0.0,34.4,25.0,14.6,30.0,19.0,11.2,30.9,23.3,0.0,34.5,23.6
4882.514200738255,5151.63164,-3405.0,282.9234346123134,492.4427565385679,116.96092278052156,38.09465192307692,43581.0,1.4,33.2,24.5,0.0,34.6,25.9,0.0,35.1,25.7,0.0,34.8,25.0,0.1,35.5,24.7,0.0,31.5,19.5,0.0,31.9,23.5,0.0,33.8,24.0
3352.8040511739337,3517.786169,-2865.0,1010.1578538248618,10.851807758814257,443.846889004926,0.0,40584.0,0.0,34.0,25.0,2.8,34.2,25.4,0.0,34.0,24.5,0.0,35.0,24.8,0.0,34.0,25.6,0.0,32.6,19.8,5.2,31.9,22.7,1.6,34.8,23.4
3213.100676210094,3373.38779,0.0,3102.994540045296,52.909257596897014,352.20092295774725,0.0,37618.0,29.4,33.7,25.0,-1.0,32.6,25.5,1.7,33.2,25.6,22.3,34.0,24.2,0.2,34.0,25.0,9.6,30.5,19.8,4.4,30.2,23.5,0.6,34.0,22.6
2777.5003273841744,2954.59315,0.0,2458.8580071148426,847.5616579549801,986.1663696607702,3.7657139635830654e-06,41899.0,44.4,32.9,24.8,0.0,34.0,26.2,0.0,33.3,25.3,0.2,34.4,24.5,0.0,33.2,25.2,12.0,29.5,19.8,0.2,29.6,24.7,-1.0,33.4,22.6
2500.1997869729125,2622.2088,1857.5,2233.4276520778353,1058.2177242243436,88.1441570405728,1.703575710557867e-05,42419.0,12.8,32.9,24.5,0.0,33.8,25.8,0.0,33.6,23.5,69.8,33.5,24.6,0.0,34.8,25.5,6.8,30.5,20.0,0.0,31.1,24.1,5.4,34.6,23.2
2652.902476287237,2780.020808,1235.0,2391.800718988337,444.07347369047625,866.2082985490671,0.0,42241.0,27.6,33.6,24.2,4.8,33.0,25.6,0.0,33.2,24.1,0.0,32.9,24.4,0.0,31.6,25.0,1.6,29.5,19.6,0.2,30.6,22.8,13.4,33.8,23.2
3393.082689625098,3576.541218,0.0,3072.0473369142537,930.7765871275328,631.5495572792363,0.0,42657.0,0.0,33.7,25.1,0.1,32.0,25.5,0.0,34.1,25.2,2.4,34.2,24.5,0.0,34.0,25.1,7.0,29.0,20.2,-1.0,31.7,22.6,0.0,33.2,23.1
3529.280553477781,3728.821851,2955.0,3303.376179011439,831.3163207272727,3.4184774545454544,0.0,42878.0,-1.0,34.4,25.8,0.4,34.0,25.0,-1.0,34.5,25.1,9.6,33.2,24.8,0.0,34.1,25.0,5.0,28.5,20.8,0.0,31.5,23.3,4.0,33.5,23.0
2513.586993484463,2650.269658,2955.0,2296.1941766774235,547.8601329861111,282.6135649305555,13.897113342471004,40229.0,0.0,34.2,25.5,-1.0,33.8,25.4,-1.0,33.2,24.6,9.9,33.5,24.2,4.1,34.8,24.0,13.2,30.0,19.2,0.0,33.6,22.1,-1.0,33.5,23.6
2183.4477844105036,2309.37009,0.0,31.10827256944445,435.9070770577959,1107.6493149458804,4000.0,37376.0,0.0,33.2,25.9,0.0,34.6,25.6,0.0,34.9,25.0,11.1,34.0,24.7,0.1,35.0,23.5,0.0,32.0,20.0,0.0,31.9,22.0,0.0,34.0,23.8
2832.7370244520266,3001.921451,0.0,8.47826691671876,746.6436600694444,0.0006767361111111,4000.0,38941.0,0.0,33.1,25.7,0.0,34.0,25.5,0.0,36.7,25.3,9.5,34.8,24.3,0.0,35.0,25.3,4.8,32.5,20.5,0.0,33.4,23.5,0.0,34.4,23.0
5748.216775744172,6086.858866,0.0,4897.0083678154115,2834.027649160672,778.558766973197,1964.9792399275832,42454.0,1.0,33.1,26.1,0.0,35.0,26.4,10.6,36.1,24.0,0.3,33.9,25.5,11.2,35.0,24.8,9.4,32.5,20.2,0.0,32.1,24.0,4.4,34.6,23.0
3992.929887671104,4214.880658,2505.0,3707.0524958341775,1345.6742246527776,498.9870182865824,0.0,42398.0,30.2,32.2,24.3,2.5,35.0,25.5,8.4,33.7,24.0,38.3,33.9,24.0,3.9,32.6,24.5,13.6,31.0,20.0,0.6,27.9,22.4,10.1,32.4,23.3
3388.7058729335677,3573.037186,1548.0,32.00497980448562,34.833445833333336,256.3993625,1.023890784982935e-06,41428.0,3.6,32.7,25.6,32.9,31.6,24.5,0.4,31.0,24.1,3.0,28.4,24.1,105.6,33.8,23.6,9.2,30.0,20.0,0.0,32.1,24.0,1.2,29.6,22.8
3890.902182314795,4107.565034,0.0,34.88488450468541,34.90211423611112,217.4479875,0.0,41026.0,2.0,31.7,25.4,0.0,31.8,24.5,0.0,34.8,25.5,0.5,33.4,24.0,5.6,33.5,24.2,22.9,32.5,19.0,-1.0,28.5,21.8,6.6,30.5,23.0
4020.8273865706014,4248.68025,0.0,28.913194861660077,33.056218055555554,223.09560659722223,0.0,39311.0,-1.0,32.7,24.4,0.1,33.6,25.3,6.2,34.8,23.5,-1.0,35.6,24.0,-1.0,35.0,24.3,0.2,32.0,19.5,0.0,32.8,21.9,3.8,33.2,22.4
3294.262818167824,4109.8117,0.0,4.4117647058823526e-06,0.0,355.0021347222222,3.659579480874132,36656.0,-1.0,32.4,25.6,0.2,32.0,25.5,0.1,32.3,23.9,3.7,32.2,24.2,0.5,32.8,25.0,13.4,29.0,19.0,12.4,31.3,22.7,-1.0,33.0,22.7
3330.409985579713,3531.708585,0.0,4.166666666666666e-06,5.56199304750869e-06,201.55236013904985,4.405052699031875e-06,41257.0,0.6,32.7,24.7,1.2,33.0,25.4,8.6,33.2,24.6,7.1,33.1,24.7,3.9,35.0,24.5,31.4,31.2,20.0,-1.0,32.2,23.4,36.0,34.4,22.9
