GWAP,LWAP,FLOW_VIS,RESERVE_GWAP_Fr,RESERVE_GWAP_Ru,RESERVE_GWAP_Rd,RESERVE_GWAP_Dr,Hourly Demand,RAINFALL_Catbalogan,TMAX_Catbalogan,TMIN_Catbalogan,RAINFALL_Roxas City,TMAX_Roxas City,TMIN_Roxas City,RAINFALL_Catarman,TMAX_Catarman,TMIN_Catarman,RAINFALL_Maasin,TMAX_Maasin,TMIN_Maasin,RAINFALL_Dumaguete,TMAX_Dumaguete,TMIN_Dumaguete
9347.56245,9929.196921,48587.24,4467.189796180555,6434.984630375253,0.0,305.4137664088919,41432.0,0.0,34.6,24.0,0.0,30.9,26.4,0.0,32.1,24.1,10.0,31.0,23.5,0.0,31.5,27.2
17850.345945839625,18950.92179,48729.42,12624.771102112674,2676.624330151378,6.778129236330772e-05,6861.47931270968,42482.0,2.5,31.0,25.5,0.0,31.3,26.8,2.5,31.2,23.6,5.6,28.5,25.0,0.0,31.7,26.5
21919.159817415937,23324.24541,37018.56,17282.87952318349,2711.179364497324,2.5229357798165135e-05,9327.743687876247,43747.0,0.0,35.8,25.8,0.0,32.5,26.9,0.8,30.2,23.8,7.2,30.0,24.8,0.0,31.8,28.0
12738.807956868295,13378.08458,47028.04,7703.035896180556,7569.3341150406495,0.0,2178.4864935309615,43480.0,0.4,34.5,25.6,0.0,32.0,26.2,2.5,32.4,24.2,3.4,31.0,25.0,0.0,31.5,26.3
6768.575956237699,7347.181385,33958.78,3096.3297722222223,4081.456270376523,0.0,1909.7345262449987,41537.0,-1.0,33.0,25.5,0.0,32.8,26.1,8.3,31.9,24.1,0.0,30.0,25.0,0.0,31.5,27.0
6827.647729291574,7477.191304,59654.62,2527.8653142361113,5221.785762156357,5.219072164948454e-06,56.01306428129641,40119.0,3.6,32.2,25.9,0.0,31.0,26.0,20.4,31.9,23.5,1.6,31.0,26.4,0.0,32.2,27.2
7899.590855386005,8741.343879,24102.88,4433.878996527777,10344.080845155038,1.114341085271318e-05,193.30034402995472,43908.0,29.7,33.2,25.1,0.5,32.6,27.0,8.5,29.9,24.1,1.0,32.0,25.0,19.6,31.9,27.5
8931.673634,9606.279233,16624.52,5501.036957638888,5588.569667901949,0.0052128279320987,102.52304007018074,44083.0,12.6,33.6,25.1,26.5,31.6,25.1,10.7,30.9,24.2,21.8,31.0,24.0,3.9,31.4,26.8
9644.429460250203,10301.11143,25386.42,6194.303503819445,4868.496639521228,0.0660166666666666,99.1965566131112,43251.0,34.7,30.5,24.8,0.0,30.8,27.0,1.9,30.2,23.5,2.2,30.0,24.0,10.2,31.4,24.5
10393.709004365464,10942.31886,51774.3,4659.225895737044,4239.3747812500005,52.319137537537536,2711.4268899522635,42377.0,5.9,33.5,25.1,0.0,31.2,26.3,6.7,31.9,23.4,0.4,28.5,25.4,3.3,31.0,26.1
12442.298100087932,13081.26756,75414.92,6277.160091145021,1046.911695338276,5.530118284228769,3630.1327727771622,43569.0,0.0,35.0,24.2,0.0,31.3,26.4,0.0,32.2,23.3,0.0,30.0,24.4,0.2,31.3,26.3
6459.135232023242,6723.967893,43488.32,1837.6392342592592,76.12464662638469,0.0,3360.6722086963327,41800.0,0.0,34.0,25.0,0.0,31.8,26.3,0.0,31.8,23.4,0.0,30.8,25.6,2.0,30.5,25.8
4870.701228879941,5061.80004,62888.63,204.3879190972222,1702.5501573899962,0.004592421963144,2634.31800659837,38197.0,0.0,35.3,24.5,0.0,31.7,26.2,0.0,32.7,22.8,0.0,31.4,24.8,0.0,30.8,25.7
4718.542289150236,4960.453215,19543.34,339.0078868055556,1632.0968834491414,235.85403814418072,1465.3069112314702,42784.0,0.0,35.6,25.0,0.0,31.9,25.8,0.0,32.8,22.9,1.8,29.8,24.2,0.0,30.7,27.1
5337.330474352571,5547.311555,39967.79,318.1136486111111,1424.3186911183222,2.620677233429395e-05,460.6843220851339,41152.0,0.0,35.2,25.2,0.0,31.4,26.8,0.0,32.5,23.5,-1.0,29.0,24.8,0.6,30.9,27.6
5927.145993377025,6241.637086,27900.63,1358.8874300411524,3275.7276645277007,0.0002781177944148,1153.4634891871426,44065.0,0.0,35.5,26.0,0.0,31.5,26.7,0.0,32.8,23.6,6.4,31.0,24.5,9.2,31.1,26.0
6740.001843970059,7056.291259,23791.43,2006.275784722222,1756.1454449052924,0.0,2733.291049788591,43579.0,0.5,34.5,25.8,0.0,32.5,26.4,4.4,33.4,23.8,1.2,26.0,24.8,0.0,31.3,27.5
5827.520333713673,6168.755513,34546.55,1351.2107516605167,414.9899035931532,0.0,663.6990025187964,43437.0,4.5,35.0,25.4,0.0,32.0,26.5,0.0,32.0,24.2,13.6,31.2,25.4,0.0,31.0,28.2
5714.557322484028,5966.085924,34187.05,683.9609079861111,1717.7113713627546,326.2310280957,148.10336576679248,42868.0,-1.0,35.5,26.0,9.5,32.2,27.1,0.8,32.6,24.2,4.6,29.8,26.0,0.0,31.8,27.7
5927.930217999121,6215.818885,68197.57,704.2906951219512,4069.901395860279,0.0021856074933551,0.0008887681204958,40333.0,0.2,35.0,26.6,6.5,32.4,26.8,0.0,32.7,23.4,2.4,30.4,26.5,1.4,32.3,27.3
3873.6552122607145,4054.935374,49043.1,147.5622215277778,3455.9874395153956,108.53995816522576,0.0003950107348392,37885.0,-1.0,35.2,26.0,0.0,32.5,27.1,2.0,31.9,24.1,3.6,29.0,24.5,0.0,31.4,27.9
7659.780928730058,8125.963403,38506.84,2269.9106243055553,4041.676397999217,0.0087175938967136,45.48989861403673,43730.0,1.8,33.6,25.2,5.0,31.6,25.3,0.0,31.4,24.1,1.0,29.0,24.8,16.9,31.4,26.8
7500.949779,7984.431448,30679.58,2236.7144520833335,721.1150590765369,1.6117413129930244e-05,20.648804368224205,45221.0,4.0,35.0,25.5,0.0,32.3,26.6,0.0,31.8,23.1,0.0,31.0,25.8,2.0,30.6,27.1
7552.072382181323,8192.209931,25440.92,2523.216587847222,555.9313871685326,0.0,50.94275216855578,46298.0,-1.0,36.0,25.9,1.0,32.5,26.5,0.0,32.8,24.0,0.0,31.5,25.4,0.0,31.4,27.0
7982.764203200067,8751.736704,24466.3,2920.9671930555555,757.745571569393,1.5519877675840976e-05,174.7910932466785,45984.0,7.1,33.4,26.2,0.0,32.6,26.5,4.6,33.5,24.3,2.2,31.8,25.2,0.0,31.4,26.0
6325.596187615689,6639.510501,38854.01,940.3298690972222,3023.8321738598106,250.1796390495867,253.80860238916895,42374.0,12.6,33.5,25.2,7.0,31.7,25.4,44.7,32.3,23.8,75.8,31.0,23.4,4.7,29.4,25.1
5614.438437811956,5833.25149,71581.69,535.6514114982579,2174.9044933165355,0.0,1467.890132330221,38244.0,0.6,30.6,25.3,59.0,29.5,23.9,0.0,31.2,24.0,0.0,29.4,24.0,0.0,30.5,26.9
5939.149546624051,6511.53109,31689.51,756.2672874999998,1294.0536019027347,0.0001770510835913,248.7817654820506,42955.0,0.0,34.5,25.2,7.0,30.0,25.0,8.0,34.4,23.5,0.0,32.0,26.0,1.6,31.4,26.0
6258.6724933962205,6793.2855,20586.09,1088.048686111111,889.1534478947708,0.0,0.000570338668657,44626.0,1.8,34.6,26.0,2.0,33.0,26.0,0.3,34.7,23.6,0.0,31.8,26.2,0.1,31.1,26.0
5673.575391,6249.904745,10231.85,950.002299652778,1311.6450831164402,4.511371382537027e-06,0.0007936543306476,44332.0,-1.0,34.5,26.0,1.0,33.0,26.0,14.3,32.0,23.8,0.0,31.8,26.6,4.4,31.0,25.7
5402.859229930874,5933.463428,4376.16,1063.6803854166667,1554.790394226731,0.000198411154345,0.0005739405108604,44685.0,0.2,35.5,25.4,0.0,32.2,26.8,2.6,32.8,23.6,18.0,31.8,26.0,-1.0,32.4,26.6
5179.510511004273,5649.628042,-6676.59,796.796770138889,2624.842337610383,0.0,183.88135630732145,45228.0,0.1,34.5,26.3,9.5,32.2,24.5,25.1,32.5,23.5,0.0,32.0,25.0,0.1,31.9,26.9
5439.5178428456275,5730.177083,23315.58,425.14146076388886,1162.2384129238303,8.057240388184843,346.23192937524556,42111.0,0.0,35.0,26.5,63.5,32.8,24.8,0.0,32.9,24.3,0.0,30.2,24.8,0.4,31.6,26.4
4765.969939634629,5015.026727,44218.05,113.425925,2533.0121622058737,149.24497126436782,1808.096105514623,38573.0,0.0,33.8,25.7,0.5,30.0,25.0,38.6,32.4,24.1,29.6,31.0,23.4,3.2,33.2,25.1
6270.962061436787,6800.155048,18102.99,1058.927448263889,1370.2720724445096,275.1904623247664,364.52467055059486,43389.0,0.0,34.4,25.2,0.0,32.4,26.0,8.0,30.7,24.8,0.0,31.6,26.4,0.0,31.0,25.5
6340.869895328686,6974.234743,11006.63,998.3217357638888,2949.11713299059,0.0004126939614881,333.8543027395379,44432.0,0.0,35.0,26.4,0.0,33.0,25.4,0.0,32.8,24.5,0.0,31.0,25.0,0.0,31.7,26.4
6857.128821315016,7527.191514,-6445.68,1705.1173208333337,3254.174007864633,0.0170899904712404,235.87068434873,44840.0,0.3,35.5,26.0,0.0,33.2,26.5,6.3,33.2,24.8,0.0,32.0,26.0,0.0,31.8,26.1
6924.233794084816,7556.972709,-24194.32,2494.5676618055554,1312.0100210429275,0.0,535.5140475086137,46260.0,11.5,34.5,25.0,30.5,33.4,24.8,1.8,32.4,24.5,19.4,30.8,24.0,72.6,32.1,24.6
6753.9573787230265,7197.986791,-6835.79,1613.3479923611112,1701.326979907761,0.0001892493638676,228.84047319768175,42938.0,43.2,33.2,25.0,0.0,29.7,25.0,14.5,31.2,23.8,2.0,28.4,24.0,0.8,29.6,24.9
5454.943039501148,5886.312468,11398.67,450.2691545138889,1590.5625862713675,5.9480644991582485,233.87684277127056,40269.0,1.8,33.5,25.0,1.0,31.0,25.0,0.0,33.9,24.4,0.0,31.6,25.0,0.0,33.3,26.2
5328.579872462291,5472.358419,9187.07,636.8983291666666,3260.886833752782,767.6295577530353,72.33766454276376,37888.0,53.7,35.0,24.5,7.5,32.7,25.0,2.2,32.7,23.2,4.6,31.0,24.2,50.2,31.6,24.6
8249.574667481898,8735.178837,15551.65,2938.4596416666664,2206.1592768930745,266.77515571093346,383.5027444092814,40972.0,25.2,28.4,24.2,0.0,31.2,26.5,14.4,29.1,24.6,26.2,25.4,22.5,33.9,29.0,23.7
7385.469675596138,7838.935697,15778.54,2141.3063541666666,2151.0784729527613,0.0057548504315099,336.09446222003965,41264.0,15.7,30.0,25.2,40.0,28.8,25.2,51.6,30.1,23.6,0.0,29.0,25.0,0.0,30.7,24.8
6517.605671148105,7016.432007,-3964.96,1895.5129638888889,1644.3592405998825,0.0002548519898059,268.37525368396444,43371.0,0.1,34.5,25.2,0.0,33.0,26.2,19.7,34.3,23.4,0.0,31.0,25.0,0.0,31.4,26.5
8184.821971139966,8678.123864,-17453.76,2396.702460416667,676.8795587481526,0.0,663.6257714915101,43844.0,0.1,34.3,24.8,1.5,32.4,24.3,1.6,32.8,24.0,0.0,31.0,24.0,0.2,33.6,26.6
15965.823317719609,16332.38346,42614.56,9334.458242708331,2041.164147988008,0.0002317558035141,5878.060429699185,42063.0,3.0,34.0,25.2,0.0,32.2,25.8,0.0,32.2,23.5,2.6,30.0,25.0,0.0,31.9,26.1
16403.14223584143,17102.34067,82350.58,10385.725993055556,4192.566320196877,0.0004660248102203,8241.876806024062,41546.0,3.4,33.5,26.0,27.0,33.2,24.3,11.5,32.4,24.5,3.4,29.4,25.0,8.0,32.0,25.4
14762.679173942195,15484.45408,104085.81,8057.851667013888,4293.366974977618,130.0561365562519,11499.647757543238,36530.0,9.5,30.0,24.1,0.0,30.3,25.0,0.6,28.8,23.6,2.6,28.2,23.9,0.3,29.6,25.4
9526.833342328458,10016.12711,60426.48,4171.077604166666,3126.071510022649,243.57048406862748,3766.524359821596,41352.0,0.0,33.2,25.1,9.5,32.6,24.9,0.0,31.8,24.7,0.0,31.4,25.2,0.0,30.7,25.5
7127.641677697404,7644.929233,34543.26,1854.1805340277776,1654.034427731023,0.000419405940594,292.5954343835019,43163.0,0.0,34.0,25.5,0.0,31.7,26.4,0.0,32.2,24.1,0.0,31.5,25.5,0.0,32.7,26.3
8474.315789057635,8938.030332,45853.49,3055.595389583333,2013.283112051841,0.0058302053052325,3190.963815854114,43214.0,0.0,35.0,25.2,1.0,33.0,25.8,0.6,32.3,24.0,2.8,28.5,25.0,-1.0,31.5,26.1
12666.300041893624,13060.92048,56863.92,7062.861226652419,3341.922985040732,0.0003540004525764,5367.199522430025,43539.0,0.0,35.5,25.2,0.5,32.2,26.9,5.4,32.3,23.8,0.0,31.2,25.8,0.0,31.2,27.4
20585.288380794147,21411.66552,83224.21,14353.436583296065,2247.6330891873145,0.0001780874951606,10058.498827784524,43903.0,0.7,33.3,25.2,0.5,33.2,25.1,28.9,32.6,24.3,10.4,31.0,23.7,1.1,31.7,26.1
16650.214657478526,17138.6817,109783.6,12279.752057291667,2392.476017669431,3.994103296238449,9637.079185162467,39924.0,1.8,30.0,25.0,1.0,28.6,23.6,5.8,29.1,23.0,-1.0,30.0,24.6,11.0,30.6,25.1
6602.235910695783,6902.793495,103660.57,1328.1000763888887,364.96108760815827,0.0,2555.7647447617396,37403.0,0.0,34.3,25.9,0.0,32.2,26.1,14.5,32.3,23.2,0.0,32.8,26.0,0.2,31.2,25.1
10633.394259044631,11424.98059,42291.39,4680.682606597222,1676.63642340798,158.54160952569697,1783.914741867543,42487.0,5.9,33.7,26.0,0.0,32.8,25.8,10.0,31.4,24.2,8.6,32.8,24.0,1.7,32.1,25.6
8468.563119278113,8720.420944,36537.18,5007.386648358657,306.2421037940838,0.0,868.9405322467087,42557.0,2.8,33.5,25.7,21.0,33.2,24.3,0.0,32.9,24.3,0.6,29.0,24.0,0.0,30.3,25.5
9185.240633006557,10027.00021,43550.94,5057.045043402778,388.785859110684,0.1184426345609065,470.5868159632459,43140.0,-1.0,34.0,24.8,-1.0,32.0,26.2,0.5,33.9,23.9,0.0,32.5,25.0,0.0,31.4,25.1
15534.015512134223,16158.82191,49639.59,9930.081046875,1938.7799327148623,0.0,5324.236993995453,44152.0,13.8,34.9,24.8,17.5,33.0,25.3,0.0,32.7,23.2,0.0,32.5,25.0,0.0,31.5,26.8
24757.31945167979,25654.40573,83134.43,16568.23081962703,3560.330260467256,0.0,7474.979016656594,44433.0,3.3,34.3,25.5,44.5,32.2,24.5,0.0,32.6,24.4,2.4,30.6,25.2,0.0,32.3,25.5
22693.96323925383,23294.69339,95374.99,14108.538370586866,4044.885326659292,4.3587372870162455e-05,6442.047686973406,42438.0,2.5,32.8,25.3,7.5,33.0,24.5,2.7,33.2,24.0,0.0,32.0,25.8,0.0,31.8,25.8
17851.217267765394,18886.7982,109912.9,13007.862342708331,4924.241750086466,0.0,8298.650793213073,39153.0,35.9,33.4,24.6,26.5,31.6,24.9,-1.0,32.4,24.1,-1.0,31.0,24.9,1.8,31.7,25.9
24678.211913640313,26380.76393,79891.26,20101.05729347313,6706.1077694824735,0.0,10607.45964781879,43535.0,0.0,34.0,25.5,19.5,32.2,24.6,0.0,32.9,24.9,0.2,31.8,25.5,0.2,30.7,25.4
37815.93251844247,39187.76533,105754.75,21947.34181393535,11901.26652268919,0.0,14252.550401958644,41598.0,0.5,31.6,25.0,-1.0,29.7,24.3,13.9,30.2,23.2,9.2,27.5,24.5,-1.0,29.4,25.1
24868.795647478026,26065.67179,110184.46,18113.950976041662,2056.2589163194443,0.0,10837.889081359452,39914.0,-1.0,32.0,24.8,13.0,31.7,23.8,23.8,30.8,23.5,4.2,27.0,23.0,2.9,31.0,24.0
21625.34348,23067.23611,92067.51,14628.151018424647,1911.760578125,0.0,8404.112423352417,41550.0,0.0,34.0,25.5,-1.0,32.1,26.3,1.2,30.9,23.7,0.0,31.0,26.0,0.0,31.4,26.4
20641.854259648844,22140.01488,67147.48,15244.947335069444,1431.8696736111112,0.0,10749.271204929606,42756.0,6.8,34.7,24.8,10.0,32.8,25.5,0.0,32.4,24.2,0.0,32.0,24.4,0.0,31.8,26.0
8493.271244,8962.940785,59362.48,3009.0462163194443,0.0,0.0,4879.289696341431,41064.0,26.5,30.0,25.0,54.5,32.0,25.0,0.2,32.5,24.1,5.2,30.6,25.0,0.2,32.3,26.7
7972.383035765939,8749.471332,87898.19,907.9591611111111,1476.1973313659569,49.448131716162365,4000.335850005082,37839.0,9.4,31.6,24.4,7.5,32.0,25.0,26.4,31.4,24.3,40.0,30.0,24.2,16.3,32.2,24.5
6955.506418653927,7515.605588,52063.92,2163.9981475694444,1452.0073939644894,0.0079031052699394,2438.7462286193477,41212.0,11.7,32.4,25.0,15.0,29.0,24.5,7.3,31.2,23.6,1.8,31.8,24.5,2.3,31.2,25.6
6585.2061727823975,7005.361491,53899.17,1154.2372472222223,1547.8044710978834,0.0,2993.643044241162,41076.0,-1.0,33.8,25.6,-1.0,30.0,25.1,4.5,31.1,23.5,25.2,31.2,24.8,34.4,32.3,24.7
9319.242645380928,9881.228748,39134.55,2172.7091614583337,487.10082370896856,0.0,3022.269252348611,41295.0,13.1,35.0,24.5,0.0,31.4,25.6,-1.0,33.2,24.0,0.0,31.0,26.0,0.8,33.1,25.3
10314.415652858142,10870.93883,39364.61,2561.2291000533264,286.2650318966115,2.0860858076628885e-06,1271.789139296837,41758.0,6.9,34.5,26.1,0.0,32.7,26.5,0.0,32.8,25.3,4.0,31.8,24.4,25.4,31.8,25.3
9542.242353570517,10171.06147,22523.13,2035.3368462901271,0.0,0.0,411.60107311979306,42513.0,0.0,34.8,26.0,0.0,32.8,25.0,0.0,34.3,25.1,40.4,31.0,24.2,14.5,32.4,24.9
9831.234750977432,10198.87573,16629.38,2494.688426262604,559.6369406646223,1.0336273428886438e-05,1035.1517132437868,40348.0,0.0,34.5,26.0,0.0,32.0,26.5,0.0,32.3,24.3,0.0,29.8,25.6,0.0,30.8,25.7
14337.912001077617,14835.26043,82687.2,5999.762948611111,1664.3048202771702,1.3261720045089848e-06,5093.142452008738,38537.0,0.3,34.4,25.1,3.0,32.8,26.5,5.4,32.3,24.6,1.4,31.0,25.0,0.0,31.8,26.1
20981.00274466598,21753.98264,71978.8,12507.413444786582,2054.538698544947,0.0001877270892208,49173.27563328369,41954.0,1.8,29.6,24.4,1.0,30.8,26.2,15.0,29.2,23.8,5.2,29.2,24.3,0.3,30.8,26.1
23778.82602078243,24511.40294,80509.6,16063.4742622379,1639.734254765768,0.0,9461.042002595716,41746.0,3.6,33.5,24.5,12.0,31.1,25.7,8.6,30.0,24.1,0.0,30.0,25.0,4.3,31.0,25.0
20294.98609191325,22415.67064,61921.0,11141.006214693882,3863.729716298943,0.0001222291278226,3944.569541607896,39193.0,8.2,33.2,25.0,0.0,31.4,25.1,0.8,30.2,24.0,0.0,29.5,24.8,-1.0,30.8,24.7
13655.392459203396,15098.13511,-4535.969999999999,8526.201755426842,591.6599875000002,6.666666666666666e-05,821.1520129935252,40955.0,1.0,33.2,25.3,-1.0,31.3,25.3,0.2,30.8,24.3,2.8,30.0,25.6,2.0,30.8,24.9
20175.290764184436,20606.98197,-8908.19,11402.738071875,893.236773170016,0.0,8941.146672508592,40380.0,5.6,33.8,25.2,40.0,31.2,25.0,4.3,31.1,24.6,4.2,29.0,24.0,5.4,30.0,24.3
9165.688409,9437.9159,12322.08,1864.821067013889,1060.032710179953,0.0,2611.749144258975,37555.0,1.0,34.0,26.0,14.5,32.3,25.2,0.3,31.1,24.8,0.0,30.6,25.6,30.6,30.4,24.9
9260.359163036575,9566.764892,30011.71,1501.8364482638888,1194.401778207198,0.0,3371.475971844784,36180.0,10.0,32.2,25.8,14.5,33.0,25.3,1.7,33.7,25.2,0.2,30.0,25.0,0.0,30.8,24.6
19362.685949442905,20279.91647,-6413.72,11273.882913541664,906.731506565413,0.0,7887.820491389851,40409.0,18.7,32.6,25.1,1.5,31.1,25.8,0.6,33.2,24.6,0.0,32.0,27.2,0.0,32.7,25.8
19667.29267578466,20648.98226,-21022.23,12452.41858576389,11510.502991666666,0.0,10551.0993331072,41059.0,3.8,33.2,24.6,-1.0,31.9,25.1,0.6,31.8,24.6,-1.0,32.0,26.0,0.0,31.5,24.8
12224.88233370821,12817.0443,-46456.64,4252.131485763889,,,2647.875338497979,41533.0,0.1,33.5,24.9,0.0,32.0,25.0,3.2,32.4,23.9,0.0,31.0,25.0,8.6,32.3,24.7
22303.92506227977,23254.74324,-20760.14,13973.76204770682,1653.4075337931035,0.0,11679.660245294985,41581.0,6.4,34.3,25.2,2.0,32.7,26.0,0.0,32.4,24.7,0.0,31.5,26.0,7.9,32.1,25.2
24782.09199395901,25350.19257,-7278.41,15803.83038030764,1039.825208630274,0.0,9209.29792348884,42259.0,0.0,35.0,26.3,2.5,33.0,26.0,2.6,33.2,23.4,44.0,32.0,24.0,-1.0,31.1,25.9
13016.62793987991,13521.29867,-22245.6,5088.781355902778,2608.7601168138635,0.0,2324.0148937730273,40249.0,1.0,33.8,26.3,-1.0,32.3,26.6,0.0,32.7,24.9,26.2,32.0,25.0,1.7,32.6,25.0
9127.463833280224,9474.049921,10333.61,1474.2497833333332,817.5719326350475,0.0,574.7410764899546,37234.0,1.8,33.0,25.6,4.0,29.9,25.5,2.4,32.5,23.8,8.4,31.4,24.4,7.6,32.0,25.6
11009.614016947777,11438.02068,-8333.66,3032.985267361111,293.8998654530074,2.071680132587528e-06,1592.9032662427237,40061.0,-1.0,33.3,25.1,1.0,29.8,25.8,59.0,30.2,23.5,6.4,30.0,24.8,24.7,30.7,24.9
8648.264987229166,9078.398379,-12581.23,587.9924076388887,577.9772931843153,0.0,4180.367721510123,41448.0,0.0,34.3,26.0,3.5,32.5,26.4,0.0,31.5,23.6,-1.0,30.2,25.0,0.0,30.0,25.3
10428.247398257248,10949.80627,1638.68,2456.408915625,789.8257960717162,0.0,1946.9700400634292,42711.0,18.2,33.0,26.0,54.5,33.7,25.0,3.4,31.3,24.8,22.6,30.6,25.4,0.6,30.8,26.7
9181.695251,9675.28504,-9598.75,1265.807925,407.0823888197899,0.0,4444.966469530778,42403.0,18.6,31.0,24.6,4.5,28.8,26.0,1.7,29.2,23.8,0.0,30.0,25.2,2.5,31.8,27.1
10089.291360799993,10582.82534,-26112.76,2683.8789324470063,383.48126221105184,0.0,1386.324761027592,42485.0,-1.0,35.5,26.0,12.0,32.6,25.2,2.4,31.8,24.4,0.0,32.0,24.4,6.8,31.7,26.2
9474.887763564888,9879.599949,-550.12,2088.5068461538463,1242.8785844492152,0.0,654.2266997571353,40914.0,16.0,32.6,25.5,49.5,32.7,24.0,13.3,31.9,23.6,5.8,30.8,23.2,0.0,32.2,26.9
10594.890206577753,11005.80657,34344.88,3337.6716225694445,336.6100887697673,0.0,1602.7221651484435,37648.0,9.6,31.0,24.5,9.0,32.2,25.2,0.0,31.7,24.3,41.8,29.0,22.8,0.3,32.3,25.9
16513.533739038292,16907.70932,16492.1,8768.998157291666,311.6634214090878,0.0,6605.855305691075,40727.0,3.3,30.6,24.5,1.0,32.0,25.0,3.4,30.6,23.8,8.2,28.8,23.4,-1.0,31.2,25.6
15685.551462582816,16282.22948,4123.0199999999995,8442.16680818938,330.7609616779849,0.0,5380.291043949247,42459.0,13.8,33.8,26.0,3.5,32.0,24.8,1.8,31.8,24.4,11.8,30.0,24.0,0.0,32.7,26.2
11280.068623854131,11908.37519,13048.17,2780.0219993055557,372.516364420052,0.0,1133.35637529191,43397.0,17.0,34.5,27.0,-1.0,32.8,25.3,0.0,33.4,26.0,58.8,29.8,21.0,0.1,32.2,25.5
16477.15836932854,17146.71089,24888.85,8175.738544791667,587.4111526672882,4.143360265175057e-05,5344.7868918536005,44108.0,0.0,34.6,26.2,0.0,32.3,26.3,7.1,33.0,24.2,0.0,30.0,24.5,0.0,32.9,25.5
9152.698666,9754.281935,4644.54,1926.225862574872,0.5781923344947736,1.0416666666666666e-05,750.4465921386391,43271.0,4.2,31.0,25.2,-1.0,31.5,25.4,1.7,29.3,24.5,0.0,29.2,25.5,0.0,32.6,26.5
5908.4953395619395,6409.59618,13148.28,0.0,1209.160410157191,5.477194309193231,723.0809297988584,39908.0,4.8,32.0,25.4,18.0,29.9,24.8,0.0,31.8,25.1,88.0,30.0,22.8,0.0,32.2,26.7
6579.317404141339,6922.903444,45471.51,25.16217777777778,947.0506730502512,0.0,2841.7541633212904,37535.0,0.7,32.5,24.9,70.0,33.0,24.2,1.2,34.3,25.3,0.0,28.8,24.0,0.2,30.8,25.6
6012.782560305232,6585.637375,2373.86,37.042011458333334,504.4505316925118,0.0,261.52149960587406,40856.0,0.5,32.5,24.2,0.5,31.1,25.0,8.6,30.8,23.5,0.0,31.2,25.6,1.1,30.9,25.7
6896.631157141479,7486.510974,7614.74,382.97286493055555,1051.912692568113,0.0,290.67639861628743,42618.0,0.7,33.7,25.1,3.0,32.8,26.0,0.0,32.8,23.8,0.0,31.0,24.0,7.8,31.1,25.3
7982.959444478955,8518.096664,10706.46,1123.984146180556,2339.101471056351,0.0,376.5980287323805,43921.0,9.4,34.7,25.2,45.0,33.0,25.0,6.6,32.4,24.6,28.0,30.5,23.8,39.8,31.2,25.2
8532.172279404833,9219.943289,21892.64,2347.9284843122314,521.0989174443758,2.472187886279357e-05,577.4645595219715,41904.0,83.9,32.0,23.9,18.0,30.6,24.6,95.3,29.0,23.5,54.2,29.0,21.8,0.6,30.9,25.4
6622.093781680596,7082.644575,16498.88,112.17969236111112,444.4390464285715,0.0,238.2130635101512,40115.0,2.2,32.2,25.0,20.0,29.0,24.7,21.2,28.5,23.8,6.8,29.0,22.4,60.0,29.5,24.6
5872.535229915803,6177.430014,25783.0,0.0,144.9250198979592,0.0,346.2711943573405,37689.0,32.3,32.2,24.0,14.5,31.3,24.3,39.1,31.8,23.0,5.0,31.0,23.8,10.5,30.4,24.5
5469.9618830443715,5722.924156,48847.93,0.0,556.8782651390835,0.0,1694.6778746913271,34898.0,1.6,32.2,23.6,0.0,31.8,24.3,36.1,31.1,23.1,21.0,27.2,23.0,74.0,30.1,23.6
5887.520743405256,6406.412592,5800.8099999999995,129.79936631944443,875.5700301344784,0.0,184.71341920713505,40056.0,3.8,33.2,23.8,2.5,32.0,24.3,0.0,31.2,23.3,3.0,30.0,24.0,20.7,31.2,23.8
7140.875347596414,7540.614751,19907.08,339.14408159722217,1325.9359041259288,0.0,516.9564980555476,40194.0,23.5,32.0,23.5,0.0,32.4,24.6,0.0,31.9,24.2,4.6,29.5,24.5,7.2,30.4,24.9
7852.121786246146,8268.10625,17193.88,753.1545315972222,458.0216251963892,0.0,698.3884798287233,40523.0,6.8,31.5,23.6,0.0,32.3,24.7,0.6,31.3,23.1,-1.0,28.5,24.2,0.0,30.9,24.2
8673.10737,9169.030479,11339.0,1004.9227795138888,1475.616378626918,0.0,569.5842948386257,42370.0,0.0,33.5,25.0,1.5,31.9,25.5,0.0,32.1,25.0,0.0,31.0,25.0,0.4,32.0,25.5
9235.250601261465,9726.920159,12473.75,1363.1253135416666,2.0979020979020974e-06,0.0,910.8983407811922,42661.0,0.2,33.8,25.0,-1.0,32.2,25.8,0.0,31.8,24.0,1.0,31.0,25.0,0.0,31.6,26.5
6848.407342718222,7168.220409,23519.42,42.869444981727774,0.0,0.0,68.80027580721914,39413.0,0.1,32.2,25.4,2.5,32.7,25.5,0.0,31.7,24.1,26.6,28.2,23.0,1.4,29.5,24.8
6671.421647594191,7022.843153,39267.48,786.1491333333333,2440.8433147638525,8.953142432130903e-06,75.58790189182363,35888.0,24.6,31.5,24.1,23.0,31.0,24.2,2.9,30.7,23.2,8.4,27.4,23.0,0.7,31.2,25.4
