0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.6995923292941991,0.00742969619722178,0.27927927927927954,0.37931034482758585,0.3483146067415728,0.32673267326732613,0.625,0.43220338983050866,0.36842105263157876,0.22972972972972983,0.30578512396694224,0.267605633802817,0.3008849557522124,0.08695652173913038,0.20338983050847448,0.3014705882352944,0.08988764044943798,0.4725274725274722,0.2142857142857144,0.2787637633767055,0.2581054778983045,0.2972788304864218,0.21278179137964784,0.38154640227855263,0.3750337444639473,0.4468378193222037,0.4537343018330076,0.0,0.4778639764809352,0.37865345941500833,0.34714951133845984,0.0,0.4607081934302615,0.4792079757694295,0.3419181952520444,0.1832107912037516,0.15996300692510831,0.4123459971489029,0.5498088048967079,0.41314833796426853,0.5549293864014303
0.6995923292941991,0.05121730853003337,0.3423423423423424,0.318965517241379,0.22471910112359517,0.3069306930693063,0.5267857142857149,0.4491525423728815,0.07894736842105265,0.18918918918918903,0.3471074380165291,0.3380281690140845,0.0973451327433632,0.24347826086956514,0.20338983050847448,0.39705882352941213,0.21348314606741559,0.25274725274725274,0.08928571428571397,0.3373072806946489,0.3145555264349227,0.32451983631991466,0.11705960910387711,0.3264093379860685,0.4469395691206616,0.44112922277178906,0.44960146273139184,1.0299935369633444e-05,0.4778639764809352,0.37865345941500833,0.34714951133845984,0.4161316274390666,0.5430416114330936,0.4792079757694295,0.0,0.05546681111151208,0.2071471863956638,0.0,0.4036803178230239,0.41314833796426853,0.7945079814715383
0.6993130723537597,0.27896452138558603,0.3783783783783785,0.4396551724137927,0.3483146067415728,0.3861386138613856,0.6785714285714284,0.23728813559322037,0.2543859649122804,0.3513513513513513,0.3140495867768598,0.3098591549295775,0.3097345132743361,0.24347826086956514,0.2542372881355932,0.41176470588235325,0.12359550561797761,0.31868131868131844,0.2857142857142856,0.4430160789420583,0.41872387230774777,0.23732622186385977,0.14443076100857136,0.37033997738279556,0.508083046932131,0.4848655348981223,0.53595357865115,0.07227881568732633,0.4778639764809352,0.37865345941500833,0.34714951133845984,0.4161316274390666,0.0,0.4792079757694295,0.3419181952520444,0.14422724471257908,0.22764272530241977,0.4123459971489029,0.4036803178230239,0.41314833796426853,0.44663140831128234
0.6989628587634542,0.373525757893548,0.4144144144144146,0.47413793103448265,0.3146067415730336,0.3861386138613856,0.6071428571428572,0.19491525423728806,0.3859649122807016,0.3243243243243241,0.3223140495867769,0.380281690140845,0.3893805309734515,0.31304347826086953,0.4067796610169492,0.3602941176470589,0.2696629213483144,0.43956043956043933,0.25,0.5250694479295568,0.5010986700733078,0.22109759593896955,0.19674918650524506,0.14592700777809775,0.47389802171242495,0.5719686578410044,0.5171899032814328,0.10323547172413955,0.4778639764809352,0.37865345941500833,0.34714951133845984,0.4161316274390666,0.29781799288125954,0.4792079757694295,0.3419181952520444,0.2816550883763759,0.2071471863956638,0.4123459971489029,0.7104264920745074,0.41314833796426853,0.44663140831128234
0.6988903154264263,0.40886723350704246,0.43243243243243246,0.5,0.42696629213483117,0.42574257425742523,0.5714285714285716,0.3220338983050848,0.45614035087719307,0.2702702702702702,0.36363636363636376,0.35211267605633845,0.5044247787610621,0.15652173913043477,0.35593220338983045,0.41176470588235325,0.3370786516853932,0.5604395604395602,0.23214285714285676,0.8083330307705232,0.7878125978174246,0.18980201425102805,0.23777510273884536,0.04889247263300989,0.760925411328961,0.7628784829387055,0.44157373301247393,0.5275271694075412,0.4778639764809352,0.37865345941500833,0.34714951133845984,0.4161316274390666,0.0,0.4792079757694295,0.3419181952520444,0.35117035994162804,0.23825552628564575,0.4123459971489029,0.6321212444927925,0.41314833796426853,0.44663140831128234
0.6983733727491812,0.41838627966634934,0.3783783783783785,0.3706896551724137,0.21348314606741559,0.2673267326732671,0.6071428571428572,0.19491525423728806,0.4736842105263155,0.0810810810810807,0.36363636363636376,0.3661971830985915,0.4247787610619471,0.3826086956521739,0.3389830508474576,0.3529411764705883,0.1348314606741572,0.516483516483516,0.25,0.7711908683820745,0.7489042395203249,0.10478275415720922,0.08527443854600283,0.2838944875761059,0.702125196986093,0.7299876179237001,0.42659328932679924,0.5800793142901888,0.4778639764809352,0.37865345941500833,0.34714951133845984,0.4161316274390666,0.23576009508459372,0.4792079757694295,0.3419181952520444,0.30735595254028214,0.22764272530241977,0.4123459971489029,0.4036803178230239,0.41314833796426853,0.44663140831128234
0.6988800971611058,0.4183056097836433,0.4774774774774775,0.5431034482758621,0.3370786516853932,0.46534653465346487,0.5535714285714288,0.1694915254237288,0.5614035087719298,0.4594594594594592,0.4214876033057853,0.42253521126760596,0.4424778761061945,0.34782608695652195,0.35593220338983045,0.4411764705882355,0.1797752808988764,0.5384615384615379,0.3214285714285712,0.7148577012752568,0.6928091332025836,0.09184499064573298,0.23777510273884536,0.2631611790568783,0.4675629398053655,0.6951573412763726,0.42262804263401255,0.5816842465409525,0.4778639764809352,0.37865345941500833,0.34714951133845984,0.4161316274390666,0.23576009508459372,0.4792079757694295,0.3419181952520444,0.36008091531239494,0.22764272530241977,0.4123459971489029,0.4036803178230239,0.41314833796426853,0.6410469516776661
0.6988085693038614,0.3846017327890805,0.5135135135135136,0.4913793103448274,0.42696629213483117,0.4455445544554455,0.5714285714285716,0.19491525423728806,0.5263157894736841,0.39189189189189166,0.4297520661157024,0.42253521126760596,0.4424778761061945,0.2608695652173916,0.3389830508474576,0.5441176470588238,0.24719101123595477,0.5384615384615379,0.3392857142857144,0.8066949174187705,0.7868932395943702,0.245588372558866,0.23777510273884536,0.4042301450020169,0.7645939718744689,0.8109518243946207,0.33969994118092667,0.5540391628426149,0.4778639764809352,0.37865345941500833,0.7312555745298999,0.4161316274390666,0.0,0.4792079757694295,0.3419181952520444,0.3780503436854038,0.24911768907640006,0.4123459971489029,0.8671834193413979,0.41314833796426853,0.44663140831128234
0.6988620089274636,0.3166050886562011,0.5585585585585586,0.5431034482758621,0.3707865168539324,0.5544554455445541,0.598214285714286,0.1271186440677965,0.5087719298245612,0.3243243243243241,0.5950413223140498,0.267605633802817,0.5663716814159292,0.5043478260869567,0.423728813559322,0.47058823529411775,0.2584269662921348,0.4945054945054941,0.3214285714285712,0.7938793522698262,0.7728166169661108,0.16732332333585215,0.23777510273884536,0.1646266550802017,0.6378477315415073,0.7578390901274809,0.41195245410140363,0.6337287369919579,0.4778639764809352,0.37865345941500833,0.34714951133845984,0.4161316274390666,0.23576009508459372,0.4792079757694295,0.3419181952520444,0.49005322358202463,0.22764272530241977,0.0,0.4036803178230239,0.41314833796426853,0.44663140831128234
0.6993130723537597,0.4695229183136769,0.5405405405405408,0.5258620689655169,0.5280898876404496,0.42574257425742523,0.5892857142857144,0.11016949152542388,0.5438596491228069,0.21621621621621578,0.553719008264463,0.267605633802817,0.5752212389380529,0.4695652173913043,0.38983050847457634,0.49264705882352944,0.3483146067415732,0.516483516483516,0.17857142857142838,0.9797937281703994,0.976727387700759,0.1822157806615981,0.3600559117891743,0.25292436155945774,0.9761983667956072,0.995343435498498,0.34169595787755036,0.6734544632526287,0.4778639764809352,0.37865345941500833,0.34714951133845984,0.4161316274390666,0.23576009508459372,0.4792079757694295,0.3419181952520444,0.538860342423589,0.2716084848896405,0.4123459971489029,0.4036803178230239,0.41314833796426853,0.44663140831128234
