GWAP,LWAP
13304.89061301618,18226.8261
5127.009725322072,5725.933817
9679.985196922931,10985.83434
7086.943891696054,8285.816408
6400.709673178789,7365.546872
10237.85368761429,13173.8785
17121.753002022975,20558.1465
18970.904834273948,24233.46344
24633.24501523048,31603.9792
18260.24173609014,20684.83957
16419.789408444998,17601.74813
7569.557020984027,8368.60747
6180.848853448301,6620.636352
5778.580943329508,6245.878181
7176.778339523617,8988.620639
20273.945387132695,21551.06336
13094.26693867732,16336.97217
7430.216032,8995.533499
9661.257717,11021.36611
16488.51818551327,17484.87625
9061.190295061017,9461.494327
7989.855403513222,8362.804653
11015.29826864441,11759.93514
23086.36478694096,26860.62346
20474.007488262712,22423.9267
20709.496576298443,22040.4521
10668.792338714382,11351.26554
16738.872622899657,17803.1537
8007.673555263721,8332.041869
15928.11636384484,16879.77885
17724.001274366645,18764.27144
12388.300770283562,13886.19152
4910.2038759866555,5143.364828
5006.488990757946,5237.834836
5186.2007697181525,5419.991712
5081.861029531383,5308.503774
8429.632656818478,8860.734008
5675.951191065443,5952.134955
12620.25589865398,13373.09922
7019.017134589129,7331.610864
6170.796238,6474.346832
4270.424419,4440.967456
3908.526360562258,4065.126866
3498.119603750245,3641.670445
4638.834099168846,5241.962566
9448.296523482317,10010.86244
5642.353068955734,5916.20582
8440.926795759578,8858.83918
5223.527165070938,5490.914222
4891.747425003845,5575.952298
5123.011549751365,5824.849075
6221.5149898726495,7464.574166
5801.076451812983,6233.781339
5798.1909893082375,6297.721063
4885.014852587339,5157.467076
3953.570208947904,4127.438926
3839.422519,4025.215178
4172.0271804611675,4393.497045
4154.051042310758,4390.602702
3849.161202552615,4039.407983
4045.046764473296,4231.163864
4104.423711795103,4524.502367
4270.472720378526,4678.260442
4018.9023777081857,4278.927173
4656.633404196538,4910.975669
6044.979424916873,6398.089378
6581.484940653452,7013.637416
9778.780375312168,10739.44326
8352.967686210173,8906.00979
8414.324796626383,8908.979366
7037.549022052715,7424.976513
9810.079382304048,10414.48721
19308.16897,20672.65661
11322.952084084513,12131.7692
3553.385229393155,3717.215996
3996.329703472627,4193.955684
3562.5612507693368,3718.345789
3387.6649673420084,3515.691081
3952.044129937777,4140.178176
5517.312089850874,5820.474853
4436.686784854779,4683.618942
5794.354530443855,6127.134136
5868.104302,6157.031302
3959.4123746394794,4181.723156
3434.9827301752944,3583.457158
3356.742315525686,3504.15594
3802.805174293117,3982.395407
3766.9812967047383,3940.283298
3032.341291,3150.786382
2817.3647787483087,2924.33815
2711.141149363928,2789.875395
3329.5908416371917,3425.471925
3793.15548,3948.424225
3455.267748601621,3578.752858
3767.4735244735216,3930.384769
3607.7423485843688,3767.906795
4922.101792987876,5182.744801
4646.448688217783,4872.936761
4698.500777683335,4937.429881
4885.245491494295,5098.110655
