FLOW_LUZ,Hourly Demand,TMAX_Cubi Point,TMAX_NAIA,TMIN_NAIA,TMAX_Science Garden,TMAX_San Jose,TMIN_San Jose,TMAX_Tayabas,TMIN_Tayabas,TMAX_CLSU,TMIN_CLSU,TMAX_Ambulong,TMAX_Casiguran,TMIN_Casiguran,TMAX_Clark,TMIN_Clark,TMAX_Calapan,TMIN_Calapan,GWAP,LWAP,TMIN_Cubi Point,TMIN_Science Garden,TMIN_Ambulong,RESERVE_GWAP_Fr,RESERVE_GWAP_Ru,RESERVE_GWAP_Rd,RESERVE_GWAP_Dr,RAINFALL_Cubi Point,RAINFALL_NAIA,RAINFALL_Science Garden,RAINFALL_San Jose,RAINFALL_Tayabas,RAINFALL_CLSU,RAINFALL_Tanay,TMAX_Tanay,TMIN_Tanay,RAINFALL_Ambulong,RAINFALL_Casiguran,RAINFALL_Clark,RAINFALL_Calapan
0.7037007528675424,0.0081413644962256,0.27927927927927954,0.39639639639639634,0.3827160493827164,0.33333333333333304,0.625,0.4722222222222223,0.3783783783783785,0.3035714285714288,0.30578512396694224,0.29687499999999956,0.30630630630630673,0.0980392156862746,0.2448979591836733,0.3037037037037036,0.09638554216867457,0.4942528735632181,0.2608695652173916,0.27217103063111736,0.25513101414020767,0.38866377956580683,0.19907935111566039,0.39315205194073455,0.34635642554110935,0.4528367938965435,0.3280589501417322,0.0,0.4931492958799657,0.21505729573111063,0.34727489496817815,0.0,0.4259621053899255,0.4934657217677341,0.33503687268723037,0.21199598680298604,0.1986045655972672,0.41366766074065275,0.525630429774479,0.4228841959224631,0.5430369884102354
0.7037007528675424,0.05612326078885488,0.3423423423423424,0.3333333333333335,0.2469135802469138,0.31313131313131315,0.5267857142857149,0.4907407407407409,0.08108108108108114,0.25,0.3471074380165291,0.37499999999999956,0.09909909909909942,0.27450980392156854,0.2448979591836733,0.40000000000000013,0.22891566265060215,0.26436781609195403,0.10869565217391308,0.3298083887936585,0.3111420435405243,0.4324557874498291,0.10262879427358072,0.3230010108413255,0.41799703317689985,0.4471390630697903,0.32358956117937443,7.084029849390308e-06,0.4931492958799657,0.21505729573111063,0.34727489496817815,0.417791012501113,0.5075143363106167,0.4934657217677341,0.0,0.06599473044864756,0.254274837877543,0.0,0.3830346735570899,0.4228841959224631,0.7844204126336112
0.7034198559637286,0.30568569559606096,0.3783783783783785,0.4594594594594592,0.3827160493827164,0.39393939393939403,0.6785714285714284,0.2592592592592593,0.26126126126126126,0.46428571428571397,0.3140495867768598,0.34375,0.3153153153153152,0.27450980392156854,0.30612244897959173,0.41481481481481475,0.13253012048192758,0.33333333333333304,0.3478260869565215,0.4343678269337836,0.4147254065199668,0.2968006654035801,0.1291636163927083,0.37852685687608145,0.4798069101815246,0.4907577105867254,0.4192462443277859,0.05141478274961401,0.4931492958799657,0.21505729573111063,0.34727489496817815,0.417791012501113,0.0,0.4934657217677341,0.33503687268723037,0.16824794604227244,0.27815641249855305,0.41366766074065275,0.3830346735570899,0.4228841959224631,0.4359195573354066
0.7030675857102638,0.40930466912999663,0.4144144144144146,0.49549549549549576,0.3456790123456792,0.39393939393939403,0.6071428571428572,0.21296296296296302,0.39639639639639634,0.4285714285714284,0.3223140495867769,0.421875,0.3963963963963968,0.3529411764705883,0.4897959183673468,0.36296296296296293,0.2891566265060237,0.4597701149425286,0.304347826086957,0.516003563734099,0.4968616175883511,0.27302963715206785,0.18223173672351733,0.1249738514979227,0.4451534688343205,0.5774081432447018,0.39806666276386554,0.07447143195094286,0.4931492958799657,0.21505729573111063,0.34727489496817815,0.417791012501113,0.27021380859072364,0.4934657217677341,0.33503687268723037,0.31970048537593276,0.254274837877543,0.41366766074065275,0.6871786213332356,0.4228841959224631,0.4359195573354066
0.7029946163554777,0.4480313986174709,0.43243243243243246,0.5225225225225225,0.4691358024691361,0.43434343434343425,0.5714285714285716,0.35185185185185186,0.46846846846846857,0.3571428571428572,0.36363636363636376,0.390625,0.5135135135135136,0.17647058823529393,0.4285714285714286,0.41481481481481475,0.36144578313252973,0.5862068965517242,0.28260869565217384,0.8017828841425043,0.7845979070766909,0.22854480409126426,0.2258651928275201,0.0383930749218476,0.7426826263503443,0.766470990431721,0.3149408063719188,0.45145953098294844,0.4931492958799657,0.21505729573111063,0.34727489496817815,0.417791012501113,0.0,0.4934657217677341,0.33503687268723037,0.39360720894483425,0.2904569194909749,0.41366766074065275,0.6076915425867089,0.4228841959224631,0.4359195573354066
0.7024746378823948,0.45846224563760773,0.3783783783783785,0.3873873873873874,0.2345679012345685,0.27272727272727293,0.6071428571428572,0.21296296296296302,0.4864864864864864,0.10714285714285676,0.36363636363636376,0.40624999999999956,0.43243243243243246,0.43137254901960764,0.40816326530612224,0.3555555555555554,0.14457831325301163,0.5402298850574709,0.304347826086957,0.7638972072594328,0.7453565464519087,0.11706635412594285,0.07294795300961561,0.2720017891351212,0.6806099410757851,0.7339723954517576,0.29891854074377844,0.5058865091960966,0.4931492958799657,0.21505729573111063,0.34727489496817815,0.417791012501113,0.21272154175733538,0.4934657217677341,0.33503687268723037,0.3472194403497707,0.27815641249855305,0.41366766074065275,0.3830346735570899,0.4228841959224631,0.4359195573354066
0.7029843380824062,0.45837384862896235,0.4774774774774775,0.567567567567568,0.3703703703703707,0.4747474747474749,0.5535714285714288,0.18518518518518534,0.5765765765765765,0.6071428571428572,0.4214876033057853,0.46875,0.4504504504504503,0.392156862745098,0.4285714285714286,0.4444444444444444,0.19277108433734957,0.5632183908045971,0.3913043478260869,0.7067006805264313,0.6888983963478488,0.10135352535621422,0.2258651928275201,0.24810576710400786,0.438757996356641,0.6995257847460318,0.29470340553374613,0.50757501154933,0.4931492958799657,0.21505729573111063,0.34727489496817815,0.417791012501113,0.21272154175733538,0.4934657217677341,0.33503687268723037,0.40296291883534996,0.27815641249855305,0.41366766074065275,0.3830346735570899,0.4228841959224631,0.6290010342425447
0.7029123901709067,0.4214415784169865,0.5135135135135136,0.5135135135135136,0.4691358024691361,0.4545454545454546,0.5714285714285716,0.21296296296296302,0.5405405405405403,0.5178571428571428,0.4297520661157024,0.46875,0.4504504504504503,0.2941176470588234,0.40816326530612224,0.548148148148148,0.26506024096385516,0.5632183908045971,0.41304347826087007,0.8001088838290507,0.7836698754242484,0.30908439911514396,0.2258651928275201,0.42333012100824674,0.7465724683752762,0.8139211090471828,0.20917738565817406,0.47870814571692893,0.4931492958799657,0.21505729573111063,0.7331480874422225,0.417791012501113,0.0,0.4934657217677341,0.33503687268723037,0.4217522578022056,0.30300200264029115,0.41366766074065275,0.8517569357377084,0.4228841959224631,0.4359195573354066
0.7029661436238638,0.3469317398299241,0.5585585585585586,0.567567567567568,0.40740740740740744,0.5656565656565657,0.598214285714286,0.13888888888888906,0.5225225225225221,0.4285714285714284,0.5950413223140498,0.29687499999999956,0.5765765765765769,0.5686274509803919,0.5102040816326532,0.4740740740740741,0.27710843373493965,0.5172413793103448,0.3913043478260869,0.7870225679551304,0.7694653779579816,0.19771639913335914,0.2258651928275201,0.14325195812620314,0.6133733527420738,0.7614935377053389,0.28340973712605433,0.5631715277976466,0.4931492958799657,0.21505729573111063,0.34727489496817815,0.417791012501113,0.21272154175733538,0.4934657217677341,0.33503687268723037,0.5366578937197178,0.27815641249855305,0.0,0.3830346735570899,0.4228841959224631,0.4359195573354066
0.7034198559637286,0.5144971094178172,0.5405405405405408,0.5495495495495493,0.5802469135802473,0.43434343434343425,0.5892857142857144,0.12037037037037046,0.5585585585585586,0.2857142857142856,0.553719008264463,0.29687499999999956,0.5855855855855858,0.5294117647058822,0.4693877551020409,0.49629629629629624,0.3734939759036142,0.5402298850574709,0.21739130434782616,0.9788491058550441,0.9762414070377297,0.21803444571684544,0.3654397513232494,0.23654278788933877,0.9740556094327741,0.99542570650653,0.21117398458288766,0.6067043123129446,0.4931492958799657,0.21505729573111063,0.34727489496817815,0.417791012501113,0.21272154175733538,0.4934657217677341,0.33503687268723037,0.5856253684333989,0.32884039677151006,0.41366766074065275,0.3830346735570899,0.4228841959224631,0.4359195573354066
