FLOW_MIN,Hourly Demand,TMIN_Davao City,TMAX_Surigao,TMIN_Surigao,TMIN_Zamboanga,TMIN_Butuan,TMAX_Malaybalay,TMAX_General Santos,GWAP,LWAP,TMAX_Davao City,TMAX_Zamboanga,TMAX_Dipolog,TMIN_Dipolog,TMAX_Butuan,TMIN_Malaybalay,TMAX_Cotabato,TMIN_Cotabato,RESERVE_GWAP_Fr,RESERVE_GWAP_Ru,RESERVE_GWAP_Rd,RESERVE_GWAP_Dr,RAINFALL_Davao City,RAINFALL_Surigao,RAINFALL_Zamboanga,RAINFALL_Dipolog,RAINFALL_Butuan,RAINFALL_Malaybalay,RAINFALL_General Santos,TMIN_General Santos,RAINFALL_Cotabato
0.18678103143923963,0.0,0.42857142857142927,0.3030303030303032,0.18032786885245944,0.3728813559322033,0.2777777777777781,0.4095238095238094,0.6146788990825685,0.5735013999298465,0.5680227777562679,0.1334017509387257,0.38179068454438225,0.3779943600571831,0.6848425797734441,0.029933866662162578,0.3995973768189741,0.3507151196102115,0.38829047977924347,0.00015141149290629773,0.9241236812121666,0.9666759154019237,0.9643549179071305,0.35220565465333253,0.7639946282996029,0.6375588795937529,0.32321357339635065,0.7923040993662495,0.36429553084580446,0.0,0.593004933208197,0.28552388434534015
0.18678103143923963,0.08295217121237797,0.31746031746031766,0.4949494949494948,0.18032786885245944,0.5084745762711869,0.3703703703703707,0.31428571428571406,0.3394495412844032,0.22296831235308692,0.222295085550768,0.0963241939020299,0.5617766184635848,0.28233616681617263,0.3939415561651851,0.17977130912922723,0.3995973768189741,0.28472613686881054,0.31966517865657806,5.35885670494974e-05,7.429363978163403e-05,0.9929771835803514,0.8813219814444732,0.7975228803551515,0.8420970768758517,0.5758556804731314,0.7891972284296498,0.8959239468994435,0.9071656300103107,0.8313574366941866,0.44438616902937894,0.6714692241486618
0.18678103143923963,0.3055508498503585,0.53968253968254,0.10101010101010077,0.18032786885245944,0.5423728813559325,0.3703703703703707,0.38095238095238093,0.5137614678899078,0.4300827246063964,0.42825611440751654,0.15829820054864047,0.5488610576486873,0.15660960188487266,0.5212960591431646,0.22314725157560145,0.565399281981841,0.2644334117623842,0.5140090137720108,0.0002121834893364456,7.671380438219952e-06,0.9817752331926063,0.9980653415100542,0.5016595336510044,0.7192720423420308,0.5309115075096872,0.9804883319796517,0.6115403002987951,0.6959323585610789,0.3997434644632941,0.5146461610789398,0.6995719156831923
0.18678103143923963,0.35795358292393686,0.53968253968254,0.1313131313131315,0.14754098360655776,0.5762711864406782,0.4814814814814823,0.5238095238095237,0.5137614678899078,0.3909872224992322,0.3900592950612635,0.1334017509387257,0.1577889542706734,0.12111485584630337,0.3939415561651851,0.14080393054668672,0.5210578054755809,0.3992624337308447,0.38829047977924347,0.00025899337024572677,0.0,0.9841590468585156,0.8939673974663692,0.5228768359653777,0.5699453635116853,0.8712317634443307,0.6537297871141705,0.3977857299313342,0.6179492567384546,0.3997434644632941,0.6800735028054768,0.8627639751968271
0.18678103143923963,0.43604946637303055,0.4603174603174609,0.43434343434343425,0.3278688524590163,0.7118644067796609,0.46296296296296324,0.5714285714285712,0.5963302752293576,0.7906529504852485,0.7886958555509546,0.23469711015110767,0.27717866369328015,0.32016710141984156,0.4313061335550632,0.7020370296685461,0.294092058668706,0.4249954762978856,0.5715955644845963,0.00023359546985056738,0.0,0.9451181012631819,0.9169546572221435,0.7415681807380107,0.6249510618224279,0.6375588795937529,0.493239533283361,0.34499770246423017,0.46231189344555945,0.3997434644632941,0.69160082389671,0.4932953862747762
0.18678103143923963,0.49771302727426736,0.28571428571428603,0.4747474747474745,0.03278688524590212,0.45762711864406835,0.4074074074074079,0.8095238095238093,0.6788990825688073,0.8972350840746927,0.8965154370765226,0.4392773399399969,0.6700980370531054,0.3280727457584023,0.6848425797734441,0.5862498468693051,0.4996312476046324,0.5384300276007615,0.5140090137720108,0.0,0.0,0.9243820928776489,1.0,0.6942097339176694,0.9597276437946752,0.42446035069848226,0.39184112316584635,0.8337163925337067,0.6258664261461757,0.0,0.6354113908637257,0.0
0.18678103143923963,0.3211926139251229,0.412698412698413,0.15151515151515138,0.049180327868852736,0.4237288135593227,0.2777777777777781,0.4285714285714284,0.22018348623853168,0.5503791406199221,0.549209695212829,0.05884717626487229,0.6284207038336574,0.2273815557566572,0.36942931888237385,0.14700830189778813,0.4186855741209754,0.10154881006552216,0.24683421850204468,0.0,0.0,0.9723156262954946,0.9327534716199816,0.439580831950519,0.9572048056834764,0.8061074556111834,0.6692716224917253,0.6942950472708763,0.4894425251067402,0.0,0.6246014030779046,0.0
0.18678103143923963,0.155062397650912,0.412698412698413,0.15151515151515138,0.01639344262295106,0.40677966101694896,0.4074074074074079,0.23809523809523814,0.5045871559633026,0.1879885056992484,0.18735141376269562,0.0963241939020299,0.5488610576486873,0.12111485584630337,0.3452334847807341,0.04244597443761347,0.3995973768189741,0.20827682974500142,0.38829047977924347,0.0,8.123839167189176e-05,0.9939328050654992,0.8847090797759577,0.3905988772627613,1.0,0.42446035069848226,0.6503662546935538,0.782093464209535,0.5014584884005475,0.3997434644632941,0.6800735028054768,0.28552388434534015
0.18678103143923963,0.413857360664069,0.5238095238095242,0.202020202020202,0.3442622950819674,0.5423728813559325,0.2592592592592591,0.5238095238095237,0.568807339449541,0.6837142102362712,0.6825207589248327,0.19377261729836814,0.4041388335873677,0.17307872039752487,0.5477349958486191,0.007037742554596577,0.6117842061410025,0.29518296661736254,0.4529864192008972,0.00024525070670192384,6.498783355869907e-05,0.9613584279183833,0.9182027381964709,0.0,0.7229495408089992,0.42446035069848226,0.7032318378787117,0.9431898154746904,0.44682326602886896,0.8000985793354443,0.5726229641243294,0.28552388434534015
0.18678103143923963,0.421254729233723,0.39682539682539675,0.05050505050505061,0.14754098360655776,0.2881355932203391,0.4074074074074079,0.3904761904761904,0.28440366972477005,0.5405127614905242,0.5366595377584532,0.10115802788099726,0.25762930159004405,0.19628070370536355,0.4693902216250865,0.02592500811828985,0.6117842061410025,0.32783802848934496,0.20874924957752228,0.19061707206061138,0.20621305489365271,0.9699681999300804,0.8794799719784026,0.30243119584003847,0.9656654452441139,0.9861610199429884,0.7876956108766477,0.7230286595291001,0.335337377201054,0.7060999646175186,0.6354113908637257,0.7309022148927395
0.18678103143923963,0.3543960697950195,0.3809523809523814,0.1313131313131315,0.11475409836065609,0.25423728813559343,0.5370370370370368,0.6666666666666665,0.09174311926605494,0.35909259698700396,0.3552032030635682,0.17187734867323762,0.006622295457530236,0.05381094525400555,0.36942931888237385,0.34376467977457187,0.3995973768189741,0.042766163126398526,0.16949911415576935,0.00026993907570718067,0.0,0.9770555525483425,0.884687569987734,0.0,0.9121731376236809,1.0,1.0,0.6841613305046442,0.9267989265238933,0.7138313830517533,0.5430493165719369,0.5854799388490719
0.18678103143923963,0.34152126037608,0.4603174603174609,0.05050505050505061,0.18032786885245944,0.3389830508474576,0.5555555555555558,0.48571428571428577,0.4128440366972477,0.004357784976411424,0.009032259133616619,0.313362136291868,0.24802024773557885,0.08104985056589566,0.4566153001328497,0.08981851608726008,0.565399281981841,0.15865794433288408,0.28379352390766144,0.0002731923909767385,0.00010281813091111607,1.0,0.9036668187731145,0.3371713156179154,0.9340234644508277,0.42446035069848226,0.6617514414248722,0.7121973254077032,0.6943386705895569,0.4430686406337034,0.5239857995950511,0.4873931079647187
0.18678103143923963,0.437630583319216,0.4603174603174609,0.0,0.08196721311475397,0.5254237288135588,0.4444444444444442,0.47619047619047583,0.44954128440366947,0.042979057357912395,0.04250142217109268,0.4113136983772561,0.33854294397079054,0.06508815579514936,0.4951815769430292,0.08981851608726008,0.6602848933698888,0.20827682974500142,0.28379352390766144,0.0002426198111667552,0.00010367807808140161,0.9974848958011746,0.9293412918804224,1.0,0.9211190781919387,0.8597161661180259,0.6173140460938211,0.4750404268280938,0.335337377201054,0.6484353471530558,0.7391952284371209,0.5389381164618522
