0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0.3405749264335637,0.31521739130434767,0.18681318681318704,0.34375,0.16346153846153832,0.43037974683544356,0.24299065420560773,0.14492753623188426,0.17777777777777803,0.2830188679245289,0.0,0.0005760950856430469,0.0,0.05396438874154498,0.0,0.0,0.0,0.0,0.6450090748973758,0.35533123384645293,0.4804822177802277,0.9097461239275391,0.6212551440624917
0.3405749264335637,0.47826086956521685,0.17582417582417564,0.40625000000000044,0.22115384615384626,0.4050632911392409,0.0,0.11594202898550732,0.03333333333333366,0.301886792452831,0.007694589421822773,0.0,0.003918284570765408,0.11579847729870765,0.0,0.0,0.0,0.0,0.0,0.5304627220030054,0.5368103261575385,0.9468296562351792,0.5960274129494053
0.34083814977204563,0.26086956521739113,0.2417582417582418,0.421875,0.32692307692307665,0.518987341772152,0.16822429906542036,0.14492753623188426,0.1888888888888891,0.5094339622641506,0.2593556172262952,0.24481514457127052,0.04311950247744293,0.23221246583878719,0.0,0.0,0.0,0.0,0.2675615581402304,0.43768126189507556,0.30364070716799985,0.8817928210371193,0.5770801063291959
0.3411682557678964,0.26086956521739113,0.4505494505494503,0.39062500000000044,0.2307692307692304,0.32911392405063333,0.3831775700934581,0.28985507246376807,0.4222222222222225,0.4528301886792452,0.27580683828063,0.17373851705868937,0.06372537712700538,0.09985223049235681,0.0,0.0,0.0,0.0,0.48585104506463833,0.5304627220030054,0.4804822177802277,0.3082711982121167,0.5757554439435049
0.34123663401241566,0.3913043478260865,0.34065934065934034,0.40625000000000044,0.3076923076923075,0.02531645569620311,0.24299065420560773,0.28985507246376807,0.31111111111111134,0.35849056603773555,0.36304470955680834,0.2759174175997128,0.07573512638627763,0.14722856284083097,0.0,0.0,0.0,0.0,0.37542450799898974,0.79146161584484,0.44472888630694996,0.6088360833066896,0.5766882301232951
0.3417238963060374,0.26086956521739113,0.34065934065934034,0.421875,0.4230769230769229,0.4177215189873418,0.5233644859813085,0.28985507246376807,0.40000000000000036,0.3207547169811322,0.3958355685008783,0.3196011136601502,0.10660648815992488,0.2667708764027269,0.0,0.0,0.0,0.0,0.0,0.35533123384645293,0.3451948380084833,0.3082711982121167,0.5757554439435049
0.34124626559366467,0.3478260869565215,0.34065934065934034,0.43750000000000044,0.32692307692307665,0.3797468354430382,0.4299065420560746,0.14492753623188426,0.4222222222222225,0.4716981132075473,0.43525475379494516,0.3605604224822727,0.12137484348680261,0.08524350515727402,0.0,0.0,0.0,0.0,0.8380139645641168,0.35533123384645293,0.528047954431586,0.3082711982121167,0.5740957911506331
0.3413136866624077,0.3913043478260865,0.36263736263736224,0.5000000000000004,0.4423076923076925,0.24050632911392444,0.7289719626168223,0.3478260869565215,0.3888888888888893,0.3207547169811322,0.4724946746397478,0.4067832015564985,0.1109777573704531,0.3469077473350939,0.0,0.0,0.0,0.0,0.2839306692520754,0.35533123384645293,0.7336338033361556,0.3082711982121167,0.5757554439435049
0.34126331528717996,0.35869565217391264,0.4285714285714284,0.48437500000000044,0.3365384615384617,0.25316455696202533,0.5233644859813085,0.42028985507246386,0.4555555555555557,0.6415094339622645,0.3368496833166512,0.2698154155729382,0.10093017455679623,0.27410185489602923,0.0,0.0,0.0,0.0,0.36655070464450773,0.35533123384645293,0.2867659965427212,0.3082711982121167,0.5740957911506331
0.34083814977204563,0.4891304347826084,0.4505494505494503,0.5468750000000004,0.40384615384615374,0.4936708860759498,0.570093457943925,0.43478260869565233,0.5222222222222226,0.5660377358490569,0.49625684396716263,0.4393899356151003,0.1789506048216423,0.4128448659224189,0.0,0.0,0.0,0.0,0.2675615581402304,0.35533123384645293,0.432412865228466,0.0,0.5757554439435049
